date,hospitalized_current,icu_current
2020-06-23,21.0,2.0
2020-06-24,22.0,2.0
2020-06-25,22.0,2.0
2020-06-26,24.0,1.0
2020-06-27,,
2020-06-28,24.0,2.0
2020-06-29,23.0,1.0
2020-06-30,23.0,1.0
