date,hospitalized_current,icu_current,ventilator_current
2020-09-12,43.0,4.0,2.0
2020-09-13,47.0,4.0,1.0
2020-09-14,50.0,4.0,1.0
2020-09-15,56.0,3.0,1.0
2020-09-16,51.0,2.0,1.0
2020-09-17,60.0,3.0,1.0
2020-09-18,58.0,3.0,1.0
2020-09-19,62.0,4.0,1.0
2020-09-20,67.0,9.0,3.0
2020-09-21,75.0,12.0,3.0
2020-09-22,79.0,14.0,5.0
2020-09-23,78.0,15.0,5.0
2020-09-24,95.0,14.0,5.0
2020-09-25,101.0,16.0,9.0
2020-09-26,97.0,17.0,11.0
2020-09-27,95.0,17.0,11.0
2020-09-28,110.0,17.0,11.0
2020-09-29,107.0,15.0,9.0
2020-09-30,102.0,15.0,10.0
2020-10-01,109.0,15.0,9.0
2020-10-02,106.0,13.0,12.0
2020-10-03,105.0,17.0,14.0
2020-10-04,105.0,18.0,15.0
2020-10-05,120.0,17.0,13.0
2020-10-06,124.0,15.0,13.0
2020-10-07,116.0,14.0,14.0
2020-10-08,115.0,17.0,14.0
2020-10-09,106.0,18.0,13.0
2020-10-10,103.0,20.0,13.0
2020-10-11,102.0,19.0,13.0
2020-10-12,107.0,19.0,13.0
2020-10-13,103.0,19.0,14.0
2020-10-14,104.0,17.0,11.0
2020-10-15,104.0,17.0,12.0
2020-10-16,110.0,16.0,11.0
2020-10-17,110.0,16.0,10.0
2020-10-18,119.0,17.0,11.0
2020-10-19,129.0,18.0,11.0
2020-10-20,128.0,15.0,9.0
2020-10-21,122.0,16.0,9.0
2020-10-22,124.0,17.0,12.0
2020-10-23,125.0,18.0,13.0
2020-10-24,120.0,17.0,14.0
2020-10-25,127.0,18.0,15.0
2020-10-26,145.0,17.0,12.0
2020-10-27,137.0,19.0,14.0
2020-10-28,136.0,18.0,15.0
2020-10-29,139.0,17.0,15.0
2020-10-30,144.0,17.0,14.0
2020-10-31,147.0,19.0,14.0
2020-11-01,156.0,19.0,14.0
2020-11-02,174.0,23.0,14.0
2020-11-03,169.0,22.0,14.0
2020-11-04,,,
2020-11-05,,,
2020-11-06,,,
2020-11-07,,,
2020-11-08,,,
2020-11-09,,,
