region_name,region_type,parent_region_code,region_code,region_code_level,region_code_type,leaf_region_code,country_iso_3166-1_alpha-2,country_iso_3166-1_alpha-3,country_iso_3166-1_numeric,level_1_region_code,level_2_region_code,level_3_region_code,datacommons_name,datacommons_id,wikidata_id
Autauga County,county,US-AL,US-AL-01001,3,fips_6-4,01001,US,USA,840,USA,US-AL,US-AL-01001,Autauga County,geoId/01001,Q156168
Apache County,county,US-AZ,US-AZ-04001,3,fips_6-4,04001,US,USA,840,USA,US-AZ,US-AZ-04001,Apache County,geoId/04001,Q58771
Arkansas County,county,US-AR,US-AR-05001,3,fips_6-4,05001,US,USA,840,USA,US-AR,US-AR-05001,Arkansas County,geoId/05001,Q61414
Alameda County,county,US-CA,US-CA-06001,3,fips_6-4,06001,US,USA,840,USA,US-CA,US-CA-06001,Alameda County,geoId/06001,Q107146
Adams County,county,US-CO,US-CO-08001,3,fips_6-4,08001,US,USA,840,USA,US-CO,US-CO-08001,Adams County,geoId/08001,Q112807
Fairfield County,county,US-CT,US-CT-09001,3,fips_6-4,09001,US,USA,840,USA,US-CT,US-CT-09001,Fairfield County,geoId/09001,Q54231
Kent County,county,US-DE,US-DE-10001,3,fips_6-4,10001,US,USA,840,USA,US-DE,US-DE-10001,Kent County,geoId/10001,Q128137
District of Columbia,county,US-DC,US-DC-11001,3,fips_6-4,11001,US,USA,840,USA,US-DC,US-DC-11001,District of Columbia,geoId/11001,Q61
Alachua County,county,US-FL,US-FL-12001,3,fips_6-4,12001,US,USA,840,USA,US-FL,US-FL-12001,Alachua County,geoId/12001,Q488826
Appling County,county,US-GA,US-GA-13001,3,fips_6-4,13001,US,USA,840,USA,US-GA,US-GA-13001,Appling County,geoId/13001,Q488186
Hawaii County,county,US-HI,US-HI-15001,3,fips_6-4,15001,US,USA,840,USA,US-HI,US-HI-15001,Hawaii County,geoId/15001,Q487334
Ada County,county,US-ID,US-ID-16001,3,fips_6-4,16001,US,USA,840,USA,US-ID,US-ID-16001,Ada County,geoId/16001,Q109820
Adams County,county,US-IL,US-IL-17001,3,fips_6-4,17001,US,USA,840,USA,US-IL,US-IL-17001,Adams County,geoId/17001,Q108798
Adams County,county,US-IN,US-IN-18001,3,fips_6-4,18001,US,USA,840,USA,US-IN,US-IN-18001,Adams County,geoId/18001,Q351808
Adair County,county,US-IA,US-IA-19001,3,fips_6-4,19001,US,USA,840,USA,US-IA,US-IA-19001,Adair County,geoId/19001,Q115316
Allen County,county,US-KS,US-KS-20001,3,fips_6-4,20001,US,USA,840,USA,US-KS,US-KS-20001,Allen County,geoId/20001,Q376562
Adair County,county,US-KY,US-KY-21001,3,fips_6-4,21001,US,USA,840,USA,US-KY,US-KY-21001,Adair County,geoId/21001,Q181967
Acadia Parish,county,US-LA,US-LA-22001,3,fips_6-4,22001,US,USA,840,USA,US-LA,US-LA-22001,Acadia Parish,geoId/22001,Q337402
Androscoggin County,county,US-ME,US-ME-23001,3,fips_6-4,23001,US,USA,840,USA,US-ME,US-ME-23001,Androscoggin County,geoId/23001,Q491954
Allegany County,county,US-MD,US-MD-24001,3,fips_6-4,24001,US,USA,840,USA,US-MD,US-MD-24001,Allegany County,geoId/24001,Q156257
Barnstable County,county,US-MA,US-MA-25001,3,fips_6-4,25001,US,USA,840,USA,US-MA,US-MA-25001,Barnstable County,geoId/25001,Q54089
Alcona County,county,US-MI,US-MI-26001,3,fips_6-4,26001,US,USA,840,USA,US-MI,US-MI-26001,Alcona County,geoId/26001,Q112993
Aitkin County,county,US-MN,US-MN-27001,3,fips_6-4,27001,US,USA,840,USA,US-MN,US-MN-27001,Aitkin County,geoId/27001,Q109986
Adams County,county,US-MS,US-MS-28001,3,fips_6-4,28001,US,USA,840,USA,US-MS,US-MS-28001,Adams County,geoId/28001,Q108788
Adair County,county,US-MO,US-MO-29001,3,fips_6-4,29001,US,USA,840,USA,US-MO,US-MO-29001,Adair County,geoId/29001,Q346925
Beaverhead County,county,US-MT,US-MT-30001,3,fips_6-4,30001,US,USA,840,USA,US-MT,US-MT-30001,Beaverhead County,geoId/30001,Q110212
Adams County,county,US-NE,US-NE-31001,3,fips_6-4,31001,US,USA,840,USA,US-NE,US-NE-31001,Adams County,geoId/31001,Q112823
Churchill County,county,US-NV,US-NV-32001,3,fips_6-4,32001,US,USA,840,USA,US-NV,US-NV-32001,Churchill County,geoId/32001,Q111220
Belknap County,county,US-NH,US-NH-33001,3,fips_6-4,33001,US,USA,840,USA,US-NH,US-NH-33001,Belknap County,geoId/33001,Q54442
Atlantic County,county,US-NJ,US-NJ-34001,3,fips_6-4,34001,US,USA,840,USA,US-NJ,US-NJ-34001,Atlantic County,geoId/34001,Q497928
Bernalillo County,county,US-NM,US-NM-35001,3,fips_6-4,35001,US,USA,840,USA,US-NM,US-NM-35001,Bernalillo County,geoId/35001,Q156297
Albany County,county,US-NY,US-NY-36001,3,fips_6-4,36001,US,USA,840,USA,US-NY,US-NY-36001,Albany County,geoId/36001,Q108408
Alamance County,county,US-NC,US-NC-37001,3,fips_6-4,37001,US,USA,840,USA,US-NC,US-NC-37001,Alamance County,geoId/37001,Q504397
Adams County,county,US-ND,US-ND-38001,3,fips_6-4,38001,US,USA,840,USA,US-ND,US-ND-38001,Adams County,geoId/38001,Q28316
Adams County,county,US-OH,US-OH-39001,3,fips_6-4,39001,US,USA,840,USA,US-OH,US-OH-39001,Adams County,geoId/39001,Q109969
Adair County,county,US-OK,US-OK-40001,3,fips_6-4,40001,US,USA,840,USA,US-OK,US-OK-40001,Adair County,geoId/40001,Q346959
Baker County,county,US-OR,US-OR-41001,3,fips_6-4,41001,US,USA,840,USA,US-OR,US-OR-41001,Baker County,geoId/41001,Q109665
Adams County,county,US-PA,US-PA-42001,3,fips_6-4,42001,US,USA,840,USA,US-PA,US-PA-42001,Adams County,geoId/42001,Q351865
Bristol County,county,US-RI,US-RI-44001,3,fips_6-4,44001,US,USA,840,USA,US-RI,US-RI-44001,Bristol County,geoId/44001,Q54262
Abbeville County,county,US-SC,US-SC-45001,3,fips_6-4,45001,US,USA,840,USA,US-SC,US-SC-45001,Abbeville County,geoId/45001,Q306343
Anderson County,county,US-TN,US-TN-47001,3,fips_6-4,47001,US,USA,840,USA,US-TN,US-TN-47001,Anderson County,geoId/47001,Q490318
Anderson County,county,US-TX,US-TX-48001,3,fips_6-4,48001,US,USA,840,USA,US-TX,US-TX-48001,Anderson County,geoId/48001,Q108391
Beaver County,county,US-UT,US-UT-49001,3,fips_6-4,49001,US,USA,840,USA,US-UT,US-UT-49001,Beaver County,geoId/49001,Q109284
Addison County,county,US-VT,US-VT-50001,3,fips_6-4,50001,US,USA,840,USA,US-VT,US-VT-50001,Addison County,geoId/50001,Q353108
Accomack County,county,US-VA,US-VA-51001,3,fips_6-4,51001,US,USA,840,USA,US-VA,US-VA-51001,Accomack County,geoId/51001,Q49289
Adams County,county,US-WA,US-WA-53001,3,fips_6-4,53001,US,USA,840,USA,US-WA,US-WA-53001,Adams County,geoId/53001,Q156273
Barbour County,county,US-WV,US-WV-54001,3,fips_6-4,54001,US,USA,840,USA,US-WV,US-WV-54001,Barbour County,geoId/54001,Q493599
Adams County,county,US-WI,US-WI-55001,3,fips_6-4,55001,US,USA,840,USA,US-WI,US-WI-55001,Adams County,geoId/55001,Q351887
Albany County,county,US-WY,US-WY-56001,3,fips_6-4,56001,US,USA,840,USA,US-WY,US-WY-56001,Albany County,geoId/56001,Q109442
Adjuntas Municipio,county,US-PR,US-PR-72001,3,fips_6-4,72001,US,USA,840,USA,US-PR,US-PR-72001,Adjuntas,geoId/72001,Q1864884
Baldwin County,county,US-AL,US-AL-01003,3,fips_6-4,01003,US,USA,840,USA,US-AL,US-AL-01003,Baldwin County,geoId/01003,Q156163
Cochise County,county,US-AZ,US-AZ-04003,3,fips_6-4,04003,US,USA,840,USA,US-AZ,US-AZ-04003,Cochise County,geoId/04003,Q58774
Ashley County,county,US-AR,US-AR-05003,3,fips_6-4,05003,US,USA,840,USA,US-AR,US-AR-05003,Ashley County,geoId/05003,Q61026
Alpine County,county,US-CA,US-CA-06003,3,fips_6-4,06003,US,USA,840,USA,US-CA,US-CA-06003,Alpine County,geoId/06003,Q108077
Alamosa County,county,US-CO,US-CO-08003,3,fips_6-4,08003,US,USA,840,USA,US-CO,US-CO-08003,Alamosa County,geoId/08003,Q311901
Hartford County,county,US-CT,US-CT-09003,3,fips_6-4,09003,US,USA,840,USA,US-CT,US-CT-09003,Hartford County,geoId/09003,Q54236
New Castle County,county,US-DE,US-DE-10003,3,fips_6-4,10003,US,USA,840,USA,US-DE,US-DE-10003,New Castle County,geoId/10003,Q156156
Baker County,county,US-FL,US-FL-12003,3,fips_6-4,12003,US,USA,840,USA,US-FL,US-FL-12003,Baker County,geoId/12003,Q156568
Atkinson County,county,US-GA,US-GA-13003,3,fips_6-4,13003,US,USA,840,USA,US-GA,US-GA-13003,Atkinson County,geoId/13003,Q488194
Honolulu County,county,US-HI,US-HI-15003,3,fips_6-4,15003,US,USA,840,USA,US-HI,US-HI-15003,Honolulu County,geoId/15003,Q487704
Adams County,county,US-ID,US-ID-16003,3,fips_6-4,16003,US,USA,840,USA,US-ID,US-ID-16003,Adams County,geoId/16003,Q109815
Alexander County,county,US-IL,US-IL-17003,3,fips_6-4,17003,US,USA,840,USA,US-IL,US-IL-17003,Alexander County,geoId/17003,Q108851
Allen County,county,US-IN,US-IN-18003,3,fips_6-4,18003,US,USA,840,USA,US-IN,US-IN-18003,Allen County,geoId/18003,Q493443
Adams County,county,US-IA,US-IA-19003,3,fips_6-4,19003,US,USA,840,USA,US-IA,US-IA-19003,Adams County,geoId/19003,Q110768
Anderson County,county,US-KS,US-KS-20003,3,fips_6-4,20003,US,USA,840,USA,US-KS,US-KS-20003,Anderson County,geoId/20003,Q377234
Allen County,county,US-KY,US-KY-21003,3,fips_6-4,21003,US,USA,840,USA,US-KY,US-KY-21003,Allen County,geoId/21003,Q486067
Allen Parish,county,US-LA,US-LA-22003,3,fips_6-4,22003,US,USA,840,USA,US-LA,US-LA-22003,Allen Parish,geoId/22003,Q65433
Aroostook County,county,US-ME,US-ME-23003,3,fips_6-4,23003,US,USA,840,USA,US-ME,US-ME-23003,Aroostook County,geoId/23003,Q491046
Anne Arundel County,county,US-MD,US-MD-24003,3,fips_6-4,24003,US,USA,840,USA,US-MD,US-MD-24003,Anne Arundel County,geoId/24003,Q488701
Berkshire County,county,US-MA,US-MA-25003,3,fips_6-4,25003,US,USA,840,USA,US-MA,US-MA-25003,Berkshire County,geoId/25003,Q54165
Alger County,county,US-MI,US-MI-26003,3,fips_6-4,26003,US,USA,840,USA,US-MI,US-MI-26003,Alger County,geoId/26003,Q486210
Anoka County,county,US-MN,US-MN-27003,3,fips_6-4,27003,US,USA,840,USA,US-MN,US-MN-27003,Anoka County,geoId/27003,Q110495
Alcorn County,county,US-MS,US-MS-28003,3,fips_6-4,28003,US,USA,840,USA,US-MS,US-MS-28003,Alcorn County,geoId/28003,Q111286
Andrew County,county,US-MO,US-MO-29003,3,fips_6-4,29003,US,USA,840,USA,US-MO,US-MO-29003,Andrew County,geoId/29003,Q484748
Big Horn County,county,US-MT,US-MT-30003,3,fips_6-4,30003,US,USA,840,USA,US-MT,US-MT-30003,Big Horn County,geoId/30003,Q109503
Antelope County,county,US-NE,US-NE-31003,3,fips_6-4,31003,US,USA,840,USA,US-NE,US-NE-31003,Antelope County,geoId/31003,Q492310
Clark County,county,US-NV,US-NV-32003,3,fips_6-4,32003,US,USA,840,USA,US-NV,US-NV-32003,Clark County,geoId/32003,Q108403
Carroll County,county,US-NH,US-NH-33003,3,fips_6-4,33003,US,USA,840,USA,US-NH,US-NH-33003,Carroll County,geoId/33003,Q54446
Bergen County,county,US-NJ,US-NJ-34003,3,fips_6-4,34003,US,USA,840,USA,US-NJ,US-NJ-34003,Bergen County,geoId/34003,Q112915
Catron County,county,US-NM,US-NM-35003,3,fips_6-4,35003,US,USA,840,USA,US-NM,US-NM-35003,Catron County,geoId/35003,Q484482
Allegany County,county,US-NY,US-NY-36003,3,fips_6-4,36003,US,USA,840,USA,US-NY,US-NY-36003,Allegany County,geoId/36003,Q47944
Alexander County,county,US-NC,US-NC-37003,3,fips_6-4,37003,US,USA,840,USA,US-NC,US-NC-37003,Alexander County,geoId/37003,Q491584
Barnes County,county,US-ND,US-ND-38003,3,fips_6-4,38003,US,USA,840,USA,US-ND,US-ND-38003,Barnes County,geoId/38003,Q28308
Allen County,county,US-OH,US-OH-39003,3,fips_6-4,39003,US,USA,840,USA,US-OH,US-OH-39003,Allen County,geoId/39003,Q485577
Alfalfa County,county,US-OK,US-OK-40003,3,fips_6-4,40003,US,USA,840,USA,US-OK,US-OK-40003,Alfalfa County,geoId/40003,Q490796
Benton County,county,US-OR,US-OR-41003,3,fips_6-4,41003,US,USA,840,USA,US-OR,US-OR-41003,Benton County,geoId/41003,Q484330
Allegheny County,county,US-PA,US-PA-42003,3,fips_6-4,42003,US,USA,840,USA,US-PA,US-PA-42003,Allegheny County,geoId/42003,Q156291
Kent County,county,US-RI,US-RI-44003,3,fips_6-4,44003,US,USA,840,USA,US-RI,US-RI-44003,Kent County,geoId/44003,Q54254
Aiken County,county,US-SC,US-SC-45003,3,fips_6-4,45003,US,USA,840,USA,US-SC,US-SC-45003,Aiken County,geoId/45003,Q404898
Aurora County,county,US-SD,US-SD-46003,3,fips_6-4,46003,US,USA,840,USA,US-SD,US-SD-46003,Aurora County,geoId/46003,Q484633
Bedford County,county,US-TN,US-TN-47003,3,fips_6-4,47003,US,USA,840,USA,US-TN,US-TN-47003,Bedford County,geoId/47003,Q495052
Andrews County,county,US-TX,US-TX-48003,3,fips_6-4,48003,US,USA,840,USA,US-TX,US-TX-48003,Andrews County,geoId/48003,Q108534
Box Elder County,county,US-UT,US-UT-49003,3,fips_6-4,49003,US,USA,840,USA,US-UT,US-UT-49003,Box Elder County,geoId/49003,Q109641
Bennington County,county,US-VT,US-VT-50003,3,fips_6-4,50003,US,USA,840,USA,US-VT,US-VT-50003,Bennington County,geoId/50003,Q511647
Albemarle County,county,US-VA,US-VA-51003,3,fips_6-4,51003,US,USA,840,USA,US-VA,US-VA-51003,Albemarle County,geoId/51003,Q488653
Asotin County,county,US-WA,US-WA-53003,3,fips_6-4,53003,US,USA,840,USA,US-WA,US-WA-53003,Asotin County,geoId/53003,Q156295
Berkeley County,county,US-WV,US-WV-54003,3,fips_6-4,54003,US,USA,840,USA,US-WV,US-WV-54003,Berkeley County,geoId/54003,Q490949
Ashland County,county,US-WI,US-WI-55003,3,fips_6-4,55003,US,USA,840,USA,US-WI,US-WI-55003,Ashland County,geoId/55003,Q494931
Big Horn County,county,US-WY,US-WY-56003,3,fips_6-4,56003,US,USA,840,USA,US-WY,US-WY-56003,Big Horn County,geoId/56003,Q108626
Aguada Municipio,county,US-PR,US-PR-72003,3,fips_6-4,72003,US,USA,840,USA,US-PR,US-PR-72003,Aguada Municipio,geoId/72003,Q397789
Barbour County,county,US-AL,US-AL-01005,3,fips_6-4,01005,US,USA,840,USA,US-AL,US-AL-01005,Barbour County,geoId/01005,Q109437
Coconino County,county,US-AZ,US-AZ-04005,3,fips_6-4,04005,US,USA,840,USA,US-AZ,US-AZ-04005,Coconino County,geoId/04005,Q58684
Baxter County,county,US-AR,US-AR-05005,3,fips_6-4,05005,US,USA,840,USA,US-AR,US-AR-05005,Baxter County,geoId/05005,Q61086
Amador County,county,US-CA,US-CA-06005,3,fips_6-4,06005,US,USA,840,USA,US-CA,US-CA-06005,Amador County,geoId/06005,Q156177
Arapahoe County,county,US-CO,US-CO-08005,3,fips_6-4,08005,US,USA,840,USA,US-CO,US-CO-08005,Arapahoe County,geoId/08005,Q311904
Litchfield County,county,US-CT,US-CT-09005,3,fips_6-4,09005,US,USA,840,USA,US-CT,US-CT-09005,Litchfield County,geoId/09005,Q54235
Sussex County,county,US-DE,US-DE-10005,3,fips_6-4,10005,US,USA,840,USA,US-DE,US-DE-10005,Sussex County,geoId/10005,Q156213
Bay County,county,US-FL,US-FL-12005,3,fips_6-4,12005,US,USA,840,USA,US-FL,US-FL-12005,Bay County,geoId/12005,Q488865
Bacon County,county,US-GA,US-GA-13005,3,fips_6-4,13005,US,USA,840,USA,US-GA,US-GA-13005,Bacon County,geoId/13005,Q488219
Kalawao County,county,US-HI,US-HI-15005,3,fips_6-4,15005,US,USA,840,USA,US-HI,US-HI-15005,Kalawao County,geoId/15005,Q494546
Bannock County,county,US-ID,US-ID-16005,3,fips_6-4,16005,US,USA,840,USA,US-ID,US-ID-16005,Bannock County,geoId/16005,Q113017
Bond County,county,US-IL,US-IL-17005,3,fips_6-4,17005,US,USA,840,USA,US-IL,US-IL-17005,Bond County,geoId/17005,Q109526
Bartholomew County,county,US-IN,US-IN-18005,3,fips_6-4,18005,US,USA,840,USA,US-IN,US-IN-18005,Bartholomew County,geoId/18005,Q504385
Allamakee County,county,US-IA,US-IA-19005,3,fips_6-4,19005,US,USA,840,USA,US-IA,US-IA-19005,Allamakee County,geoId/19005,Q111859
Atchison County,county,US-KS,US-KS-20005,3,fips_6-4,20005,US,USA,840,USA,US-KS,US-KS-20005,Atchison County,geoId/20005,Q376086
Anderson County,county,US-KY,US-KY-21005,3,fips_6-4,21005,US,USA,840,USA,US-KY,US-KY-21005,Anderson County,geoId/21005,Q486099
Ascension Parish,county,US-LA,US-LA-22005,3,fips_6-4,22005,US,USA,840,USA,US-LA,US-LA-22005,Ascension Parish,geoId/22005,Q51733
Cumberland County,county,US-ME,US-ME-23005,3,fips_6-4,23005,US,USA,840,USA,US-ME,US-ME-23005,Cumberland County,geoId/23005,Q497788
Baltimore County,county,US-MD,US-MD-24005,3,fips_6-4,24005,US,USA,840,USA,US-MD,US-MD-24005,Baltimore County,geoId/24005,Q488668
Bristol County,county,US-MA,US-MA-25005,3,fips_6-4,25005,US,USA,840,USA,US-MA,US-MA-25005,Bristol County,geoId/25005,Q54082
Allegan County,county,US-MI,US-MI-26005,3,fips_6-4,26005,US,USA,840,USA,US-MI,US-MI-26005,Allegan County,geoId/26005,Q133860
Becker County,county,US-MN,US-MN-27005,3,fips_6-4,27005,US,USA,840,USA,US-MN,US-MN-27005,Becker County,geoId/27005,Q111566
Amite County,county,US-MS,US-MS-28005,3,fips_6-4,28005,US,USA,840,USA,US-MS,US-MS-28005,Amite County,geoId/28005,Q112456
Atchison County,county,US-MO,US-MO-29005,3,fips_6-4,29005,US,USA,840,USA,US-MO,US-MO-29005,Atchison County,geoId/29005,Q484304
Blaine County,county,US-MT,US-MT-30005,3,fips_6-4,30005,US,USA,840,USA,US-MT,US-MT-30005,Blaine County,geoId/30005,Q192650
Arthur County,county,US-NE,US-NE-31005,3,fips_6-4,31005,US,USA,840,USA,US-NE,US-NE-31005,Arthur County,geoId/31005,Q485058
Douglas County,county,US-NV,US-NV-32005,3,fips_6-4,32005,US,USA,840,USA,US-NV,US-NV-32005,Douglas County,geoId/32005,Q484398
Cheshire County,county,US-NH,US-NH-33005,3,fips_6-4,33005,US,USA,840,USA,US-NH,US-NH-33005,Cheshire County,geoId/33005,Q54443
Burlington County,county,US-NJ,US-NJ-34005,3,fips_6-4,34005,US,USA,840,USA,US-NJ,US-NJ-34005,Burlington County,geoId/34005,Q138141
Chaves County,county,US-NM,US-NM-35005,3,fips_6-4,35005,US,USA,840,USA,US-NM,US-NM-35005,Chaves County,geoId/35005,Q111245
Bronx County,county,US-NY,US-NY-36005,3,fips_6-4,36005,US,USA,840,USA,US-NY,US-NY-36005,Bronx County,geoId/36005,Q18426
Alleghany County,county,US-NC,US-NC-37005,3,fips_6-4,37005,US,USA,840,USA,US-NC,US-NC-37005,Alleghany County,geoId/37005,Q497899
Benson County,county,US-ND,US-ND-38005,3,fips_6-4,38005,US,USA,840,USA,US-ND,US-ND-38005,Benson County,geoId/38005,Q28292
Ashland County,county,US-OH,US-OH-39005,3,fips_6-4,39005,US,USA,840,USA,US-OH,US-OH-39005,Ashland County,geoId/39005,Q403544
Atoka County,county,US-OK,US-OK-40005,3,fips_6-4,40005,US,USA,840,USA,US-OK,US-OK-40005,Atoka County,geoId/40005,Q485042
Clackamas County,county,US-OR,US-OR-41005,3,fips_6-4,41005,US,USA,840,USA,US-OR,US-OR-41005,Clackamas County,geoId/41005,Q484404
Armstrong County,county,US-PA,US-PA-42005,3,fips_6-4,42005,US,USA,840,USA,US-PA,US-PA-42005,Armstrong County,geoId/42005,Q494186
Newport County,county,US-RI,US-RI-44005,3,fips_6-4,44005,US,USA,840,USA,US-RI,US-RI-44005,Newport County,geoId/44005,Q54260
Allendale County,county,US-SC,US-SC-45005,3,fips_6-4,45005,US,USA,840,USA,US-SC,US-SC-45005,Allendale County,geoId/45005,Q497824
Beadle County,county,US-SD,US-SD-46005,3,fips_6-4,46005,US,USA,840,USA,US-SD,US-SD-46005,Beadle County,geoId/46005,Q484780
Benton County,county,US-TN,US-TN-47005,3,fips_6-4,47005,US,USA,840,USA,US-TN,US-TN-47005,Benton County,geoId/47005,Q494806
Angelina County,county,US-TX,US-TX-48005,3,fips_6-4,48005,US,USA,840,USA,US-TX,US-TX-48005,Angelina County,geoId/48005,Q108379
Cache County,county,US-UT,US-UT-49005,3,fips_6-4,49005,US,USA,840,USA,US-UT,US-UT-49005,Cache County,geoId/49005,Q109790
Caledonia County,county,US-VT,US-VT-50005,3,fips_6-4,50005,US,USA,840,USA,US-VT,US-VT-50005,Caledonia County,geoId/50005,Q515205
Alleghany County,county,US-VA,US-VA-51005,3,fips_6-4,51005,US,USA,840,USA,US-VA,US-VA-51005,Alleghany County,geoId/51005,Q488675
Benton County,county,US-WA,US-WA-53005,3,fips_6-4,53005,US,USA,840,USA,US-WA,US-WA-53005,Benton County,geoId/53005,Q156216
Boone County,county,US-WV,US-WV-54005,3,fips_6-4,54005,US,USA,840,USA,US-WV,US-WV-54005,Boone County,geoId/54005,Q490925
Barron County,county,US-WI,US-WI-55005,3,fips_6-4,55005,US,USA,840,USA,US-WI,US-WI-55005,Barron County,geoId/55005,Q494916
Campbell County,county,US-WY,US-WY-56005,3,fips_6-4,56005,US,USA,840,USA,US-WY,US-WY-56005,Campbell County,geoId/56005,Q110640
Aguadilla Municipio,county,US-PR,US-PR-72005,3,fips_6-4,72005,US,USA,840,USA,US-PR,US-PR-72005,Aguadilla Municipio,geoId/72005,Q397826
Cibola County,county,US-NM,US-NM-35006,3,fips_6-4,35006,US,USA,840,USA,US-NM,US-NM-35006,Cibola County,geoId/35006,Q493260
Bibb County,county,US-AL,US-AL-01007,3,fips_6-4,01007,US,USA,840,USA,US-AL,US-AL-01007,Bibb County,geoId/01007,Q461204
Gila County,county,US-AZ,US-AZ-04007,3,fips_6-4,04007,US,USA,840,USA,US-AZ,US-AZ-04007,Gila County,geoId/04007,Q58686
Benton County,county,US-AR,US-AR-05007,3,fips_6-4,05007,US,USA,840,USA,US-AR,US-AR-05007,Benton County,geoId/05007,Q61020
Butte County,county,US-CA,US-CA-06007,3,fips_6-4,06007,US,USA,840,USA,US-CA,US-CA-06007,Butte County,geoId/06007,Q156181
Archuleta County,county,US-CO,US-CO-08007,3,fips_6-4,08007,US,USA,840,USA,US-CO,US-CO-08007,Archuleta County,geoId/08007,Q311894
Middlesex County,county,US-CT,US-CT-09007,3,fips_6-4,09007,US,USA,840,USA,US-CT,US-CT-09007,Middlesex County,geoId/09007,Q54238
Bradford County,county,US-FL,US-FL-12007,3,fips_6-4,12007,US,USA,840,USA,US-FL,US-FL-12007,Bradford County,geoId/12007,Q156577
Baker County,county,US-GA,US-GA-13007,3,fips_6-4,13007,US,USA,840,USA,US-GA,US-GA-13007,Baker County,geoId/13007,Q376990
Kauai County,county,US-HI,US-HI-15007,3,fips_6-4,15007,US,USA,840,USA,US-HI,US-HI-15007,Kauai County,geoId/15007,Q111517
Bear Lake County,county,US-ID,US-ID-16007,3,fips_6-4,16007,US,USA,840,USA,US-ID,US-ID-16007,Bear Lake County,geoId/16007,Q486372
Boone County,county,US-IL,US-IL-17007,3,fips_6-4,17007,US,USA,840,USA,US-IL,US-IL-17007,Boone County,geoId/17007,Q109756
Benton County,county,US-IN,US-IN-18007,3,fips_6-4,18007,US,USA,840,USA,US-IN,US-IN-18007,Benton County,geoId/18007,Q504445
Appanoose County,county,US-IA,US-IA-19007,3,fips_6-4,19007,US,USA,840,USA,US-IA,US-IA-19007,Appanoose County,geoId/19007,Q111921
Barber County,county,US-KS,US-KS-20007,3,fips_6-4,20007,US,USA,840,USA,US-KS,US-KS-20007,Barber County,geoId/20007,Q376113
Ballard County,county,US-KY,US-KY-21007,3,fips_6-4,21007,US,USA,840,USA,US-KY,US-KY-21007,Ballard County,geoId/21007,Q491872
Assumption Parish,county,US-LA,US-LA-22007,3,fips_6-4,22007,US,USA,840,USA,US-LA,US-LA-22007,Assumption Parish,geoId/22007,Q509895
Franklin County,county,US-ME,US-ME-23007,3,fips_6-4,23007,US,USA,840,USA,US-ME,US-ME-23007,Franklin County,geoId/23007,Q506326
Dukes County,county,US-MA,US-MA-25007,3,fips_6-4,25007,US,USA,840,USA,US-MA,US-MA-25007,Dukes County,geoId/25007,Q54091
Alpena County,county,US-MI,US-MI-26007,3,fips_6-4,26007,US,USA,840,USA,US-MI,US-MI-26007,Alpena County,geoId/26007,Q486293
Beltrami County,county,US-MN,US-MN-27007,3,fips_6-4,27007,US,USA,840,USA,US-MN,US-MN-27007,Beltrami County,geoId/27007,Q110491
Attala County,county,US-MS,US-MS-28007,3,fips_6-4,28007,US,USA,840,USA,US-MS,US-MS-28007,Attala County,geoId/28007,Q483862
Audrain County,county,US-MO,US-MO-29007,3,fips_6-4,29007,US,USA,840,USA,US-MO,US-MO-29007,Audrain County,geoId/29007,Q484776
Broadwater County,county,US-MT,US-MT-30007,3,fips_6-4,30007,US,USA,840,USA,US-MT,US-MT-30007,Broadwater County,geoId/30007,Q192753
Banner County,county,US-NE,US-NE-31007,3,fips_6-4,31007,US,USA,840,USA,US-NE,US-NE-31007,Banner County,geoId/31007,Q484509
Elko County,county,US-NV,US-NV-32007,3,fips_6-4,32007,US,USA,840,USA,US-NV,US-NV-32007,Elko County,geoId/32007,Q484401
Coos County,county,US-NH,US-NH-33007,3,fips_6-4,33007,US,USA,840,USA,US-NH,US-NH-33007,Coos County,geoId/33007,Q54447
Camden County,county,US-NJ,US-NJ-34007,3,fips_6-4,34007,US,USA,840,USA,US-NJ,US-NJ-34007,Camden County,geoId/34007,Q497810
Colfax County,county,US-NM,US-NM-35007,3,fips_6-4,35007,US,USA,840,USA,US-NM,US-NM-35007,Colfax County,geoId/35007,Q111979
Broome County,county,US-NY,US-NY-36007,3,fips_6-4,36007,US,USA,840,USA,US-NY,US-NY-36007,Broome County,geoId/36007,Q47894
Anson County,county,US-NC,US-NC-37007,3,fips_6-4,37007,US,USA,840,USA,US-NC,US-NC-37007,Anson County,geoId/37007,Q497830
Billings County,county,US-ND,US-ND-38007,3,fips_6-4,38007,US,USA,840,USA,US-ND,US-ND-38007,Billings County,geoId/38007,Q28321
Ashtabula County,county,US-OH,US-OH-39007,3,fips_6-4,39007,US,USA,840,USA,US-OH,US-OH-39007,Ashtabula County,geoId/39007,Q336322
Beaver County,county,US-OK,US-OK-40007,3,fips_6-4,40007,US,USA,840,USA,US-OK,US-OK-40007,Beaver County,geoId/40007,Q485047
Clatsop County,county,US-OR,US-OR-41007,3,fips_6-4,41007,US,USA,840,USA,US-OR,US-OR-41007,Clatsop County,geoId/41007,Q484371
Beaver County,county,US-PA,US-PA-42007,3,fips_6-4,42007,US,USA,840,USA,US-PA,US-PA-42007,Beaver County,geoId/42007,Q494104
