region_code,region_code_level,region_type,region_code_type,region_name,local_variant,local_language_name,alt_name_1,local_numeric_code,local_alpha_code,alt_name_2,alt_name_3,alt_name_4
ID-SN,3,province,iso_3166-2,Sulawesi Selatan,Sulsel,,South Sulawesi,,,,,
ID-SR,3,province,iso_3166-2,Sulawesi Barat,Sulbar,,West Sulawesi,,,,,
ID-SS,3,province,iso_3166-2,Sumatera Selatan,Sumsel,,South Sumatra,,,,,
ID-ST,3,province,iso_3166-2,Sulawesi Tengah,Sulteng,,Central Sulawesi,,,,,
ID-SU,3,province,iso_3166-2,Sumatera Utara,Sumut,,North Sumatra,,,,,
ID-YO,3,special region,iso_3166-2,Yogyakarta,DI Yogya,,Yogyakarta,,,,,
IE-C,2,province,iso_3166-2,Connaught,Connacht,,,,,,,
IE-CE,3,county,iso_3166-2,Clare,An Clár,,,,,,,
IE-CN,3,county,iso_3166-2,Cavan,An Cabhán,,,,,,,
IE-CO,3,county,iso_3166-2,Cork,Corcaigh,,,,,,,
IE-CW,3,county,iso_3166-2,Carlow,Ceatharlach,,,,,,,
IE-D,3,county,iso_3166-2,Dublin,Baile Átha Cliath,,,,,,,
IE-DL,3,county,iso_3166-2,Donegal,Dún na nGall,,,,,,,
IE-G,3,county,iso_3166-2,Galway,Gaillimh,,,,,,,
IE-KE,3,county,iso_3166-2,Kildare,Cill Dara,,,,,,,
IE-KK,3,county,iso_3166-2,Kilkenny,Cill Chainnigh,,,,,,,
IE-KY,3,county,iso_3166-2,Kerry,Ciarraí,,,,,,,
IE-L,2,province,iso_3166-2,Leinster,Laighin,,,,,,,
IE-LD,3,county,iso_3166-2,Longford,An Longfort,,,,,,,
IE-LH,3,county,iso_3166-2,Louth,Lú,,,,,,,
IE-LK,3,county,iso_3166-2,Limerick,Luimneach,,,,,,,
IE-LM,3,county,iso_3166-2,Leitrim,Liatroim,,,,,,,
IE-LS,3,county,iso_3166-2,Laois,Laois,,,,,,,
IE-M,2,province,iso_3166-2,Munster,An Mhumhain,,,,,,,
IE-MH,3,county,iso_3166-2,Meath,An Mhí,,,,,,,
IE-MN,3,county,iso_3166-2,Monaghan,Muineachán,,,,,,,
IE-MO,3,county,iso_3166-2,Mayo,Maigh Eo,,,,,,,
IE-OY,3,county,iso_3166-2,Offaly,Uíbh Fhailí,,,,,,,
IE-RN,3,county,iso_3166-2,Roscommon,Ros Comáin,,,,,,,
IE-SO,3,county,iso_3166-2,Sligo,Sligeach,,,,,,,
IE-TA,3,county,iso_3166-2,Tipperary,Tiobraid Árann,,,,,,,
IE-U,2,province,iso_3166-2,Ulster,Ulaidh,,,,,,,
IE-WD,3,county,iso_3166-2,Waterford,Port Láirge,,,,,,,
IE-WH,3,county,iso_3166-2,Westmeath,An Iarmhí,,,,,,,
IE-WW,3,county,iso_3166-2,Wicklow,Cill Mhantáin,,,,,,,
IE-WX,3,county,iso_3166-2,Wexford,Loch Garman,,,,,,,
IL-D,2,district,iso_3166-2,HaDarom,Southern,מחוז הדרום,لواء الجنوب,,,,,
IL-HA,2,district,iso_3166-2,H̱efa,Haifa,מחוז חיפה,منطقة حيفا,,,,,
IL-JM,2,district,iso_3166-2,Yerushalayim,Jerusalem,מחוז ירושלים,منطقة القدس,,,,,
IL-M,2,district,iso_3166-2,HaMerkaz,Central,מָחוֹז הַמֶרְכָּז,المنطقة الوسطى,,,,,
IL-TA,2,district,iso_3166-2,Tel Aviv,Tel Aviv,מָחוֹז תֵּל אָבִיב,منطقة تل أبيب,,,,,
IL-Z,2,district,iso_3166-2,HaTsafon,Northern,מחוז הצפון,منطقة الشمال,,,,,
IN-AN,2,union_territory,iso_3166-2,Andaman and Nicobar Islands,,,,,,,,
IN-AP,2,state,iso_3166-2,Andhra Pradesh,,,,,,,,
IN-AR,2,state,iso_3166-2,Arunachal Pradesh,,,,,,,,
IN-AS,2,state,iso_3166-2,Assam,,,,,,,,
IN-BR,2,state,iso_3166-2,Bihar,,,,,,,,
IN-CH,2,union_territory,iso_3166-2,Chandigarh,,,,,,,,
IN-CT,2,state,iso_3166-2,Chhattisgarh[note 1],,,,,,,,
IN-DD,2,union_territory,iso_3166-2,Daman and Diu[note 6],,,,,,,,
IN-DL,2,union_territory,iso_3166-2,Delhi,,,,,,,,
IN-DN,2,union_territory,iso_3166-2,Dadra and Nagar Haveli[note 5],,,,,,,,
IN-GA,2,state,iso_3166-2,Goa,,,,,,,,
IN-GJ,2,state,iso_3166-2,Gujarat,,,,,,,,
IN-HP,2,state,iso_3166-2,Himachal Pradesh,,,,,,,,
IN-HR,2,state,iso_3166-2,Haryana,,,,,,,,
IN-JH,2,state,iso_3166-2,Jharkhand,,,,,,,,
IN-JK,2,union_territory,iso_3166-2,Jammu and Kashmir,,,,,,,,
IN-KA,2,state,iso_3166-2,Karnataka,,,,,,,,
IN-KL,2,state,iso_3166-2,Kerala,,,,,,,,
IN-LA,2,union_territory,iso_3166-2,Ladakh,,,,,,,,
IN-LD,2,union_territory,iso_3166-2,Lakshadweep,,,,,,,,
IN-MH,2,state,iso_3166-2,Maharashtra,,,,,,,,
IN-ML,2,state,iso_3166-2,Meghalaya,,,,,,,,
IN-MN,2,state,iso_3166-2,Manipur,,,,,,,,
IN-MP,2,state,iso_3166-2,Madhya Pradesh,,,,,,,,
IN-MZ,2,state,iso_3166-2,Mizoram,,,,,,,,
IN-NL,2,state,iso_3166-2,Nagaland,,,,,,,,
IN-OR,2,state,iso_3166-2,Odisha[note 2],,,,,,,,
IN-PB,2,state,iso_3166-2,Punjab,,,,,,,,
IN-PY,2,union_territory,iso_3166-2,Puducherry,Pondicherry,,,,,,,
IN-RJ,2,state,iso_3166-2,Rajasthan,,,,,,,,
IN-SK,2,state,iso_3166-2,Sikkim,,,,,,,,
IN-TG,2,state,iso_3166-2,Telangana[note 3],,,,,,,,
IN-TN,2,state,iso_3166-2,Tamil Nadu,,,,,,,,
IN-TR,2,state,iso_3166-2,Tripura,,,,,,,,
IN-UP,2,state,iso_3166-2,Uttar Pradesh,,,,,,,,
IN-UT,2,state,iso_3166-2,Uttarakhand[note 4],,,,,,,,
IN-WB,2,state,iso_3166-2,West Bengal,,,,,,,,
IQ-AN,2,governorate,iso_3166-2,Al Anbār,,,,,,,,
IQ-AR,2,governorate,iso_3166-2,Arbīl,Hewlêr,,,,,,,
IQ-BA,2,governorate,iso_3166-2,Al Başrah,,,,,,,,
IQ-BB,2,governorate,iso_3166-2,Bābil,,,,,,,,
IQ-BG,2,governorate,iso_3166-2,Baghdād,,,,,,,,
IQ-DA,2,governorate,iso_3166-2,Dahūk,Dihok,,,,,,,
IQ-DI,2,governorate,iso_3166-2,Diyālá,,,,,,,,
IQ-DQ,2,governorate,iso_3166-2,Dhī Qār,,,,,,,,
IQ-KA,2,governorate,iso_3166-2,Karbalā’,,,,,,,,
IQ-KI,2,governorate,iso_3166-2,Kirkūk,,,,,,,,
IQ-MA,2,governorate,iso_3166-2,Maysān,,,,,,,,
IQ-MU,2,governorate,iso_3166-2,Al Muthanná,,,,,,,,
IQ-NA,2,governorate,iso_3166-2,An Najaf,,,,,,,,
IQ-NI,2,governorate,iso_3166-2,Nīnawá,,,,,,,,
IQ-QA,2,governorate,iso_3166-2,Al Qādisīyah,,,,,,,,
IQ-SD,2,governorate,iso_3166-2,Şalāḩ ad Dīn,,,,,,,,
IQ-SU,2,governorate,iso_3166-2,As Sulaymānīyah,Slêmanî,,,,,,,
IQ-WA,2,governorate,iso_3166-2,Wāsiţ,,,,,,,,
IR-01,2,province,iso_3166-2,Āz̄ārbāyjān-e Shārqī,,,,,,,,
IR-02,2,province,iso_3166-2,Āz̄ārbāyjān-e Ghārbī,,,,,,,,
IR-03,2,province,iso_3166-2,Ardabīl,,,,,,,,
IR-04,2,province,iso_3166-2,Eşfahān,,,,,,,,
IR-05,2,province,iso_3166-2,Īlām,,,,,,,,
IR-06,2,province,iso_3166-2,Būshehr,,,,,,,,
IR-07,2,province,iso_3166-2,Tehrān,,,,,,,,
IR-08,2,province,iso_3166-2,Chahār Maḩāl va Bakhtīārī,,,,,,,,
IR-10,2,province,iso_3166-2,Khūzestān,,,,,,,,
IR-11,2,province,iso_3166-2,Zanjān,,,,,,,,
IR-12,2,province,iso_3166-2,Semnān,,,,,,,,
IR-13,2,province,iso_3166-2,Sīstān va Balūchestān,,,,,,,,
IR-14,2,province,iso_3166-2,Fārs,,,,,,,,
IR-15,2,province,iso_3166-2,Kermān,,,,,,,,
IR-16,2,province,iso_3166-2,Kordestān,,,,,,,,
IR-17,2,province,iso_3166-2,Kermānshāh,,,,,,,,
IR-18,2,province,iso_3166-2,Kohgīlūyeh va Bowyer Aḩmad,,,,,,,,
IR-19,2,province,iso_3166-2,Gīlān,,,,,,,,
IR-20,2,province,iso_3166-2,Lorestān,,,,,,,,
IR-21,2,province,iso_3166-2,Māzandarān,,,,,,,,
IR-22,2,province,iso_3166-2,Markazī,,,,,,,,
IR-23,2,province,iso_3166-2,Hormozgān,,,,,,,,
IR-24,2,province,iso_3166-2,Hamadān,,,,,,,,
IR-25,2,province,iso_3166-2,Yazd,,,,,,,,
IR-26,2,province,iso_3166-2,Qom,,,,,,,,
IR-27,2,province,iso_3166-2,Golestān,,,,,,,,
IR-28,2,province,iso_3166-2,Qazvīn,,,,,,,,
IR-29,2,province,iso_3166-2,Khorāsān-e Jonūbī,,,,,,,,
IR-30,2,province,iso_3166-2,Khorāsān-e Raẕavī,,,,,,,,
IR-31,2,province,iso_3166-2,Khorāsān-e Shomālī,,,,,,,,
IR-32,2,province,iso_3166-2,Alborz,,,,,,,,
IS-1,2,region,iso_3166-2,Höfuðborgarsvæðið,,,,,,,,
IS-2,2,region,iso_3166-2,Suðurnes,,,,,,,,
IS-3,2,region,iso_3166-2,Vesturland,,,,,,,,
IS-4,2,region,iso_3166-2,Vestfirðir,,,,,,,,
IS-5,2,region,iso_3166-2,Norðurland vestra,,,,,,,,
IS-6,2,region,iso_3166-2,Norðurland eystra,,,,,,,,
IS-7,2,region,iso_3166-2,Austurland,,,,,,,,
IS-8,2,region,iso_3166-2,Suðurland,,,,,,,,
IT-21,2,region,iso_3166-2,Piemonte,Piemonte,,,01,,,,
IT-23,2,autonomous_region,iso_3166-2,Valle d'Aosta,Valle d'Aosta,,,02,,,,
IT-25,2,region,iso_3166-2,Lombardia,Lombardia,,,03,,,,
IT-32,2,autonomous_region,iso_3166-2,Trentino-Alto Adige,Trentino-Südtirol,,,04,,,,
IT-34,2,region,iso_3166-2,Veneto,Veneto,,,05,,,,
IT-36,2,autonomous_region,iso_3166-2,Friuli Venezia Giulia,Friuli Venezia Giulia,,,06,,,,
IT-42,2,region,iso_3166-2,Liguria,Liguria,,,07,,,,
IT-45,2,region,iso_3166-2,Emilia-Romagna,Emilia-Romagna,,,08,,,,
IT-52,2,region,iso_3166-2,Toscana,Toscana,,,09,,,,
IT-55,2,region,iso_3166-2,Umbria,Umbria,,,10,,,,
IT-57,2,region,iso_3166-2,Marche,Marche,,,11,,,,
IT-62,2,region,iso_3166-2,Lazio,Lazio,,,12,,,,
IT-65,2,region,iso_3166-2,Abruzzo,Abruzzo,,,13,,,,
IT-67,2,region,iso_3166-2,Molise,Molise,,,14,,,,
IT-72,2,region,iso_3166-2,Campania,Campania,,,15,,,,
IT-75,2,region,iso_3166-2,Puglia,Puglia,,,16,,,,
IT-77,2,region,iso_3166-2,Basilicata,Basilicata,,,17,,,,
IT-78,2,region,iso_3166-2,Calabria,Calabria,,,18,,,,
IT-82,2,autonomous_region,iso_3166-2,Sicilia,Sicilia,,,19,,,,
IT-88,2,autonomous_region,iso_3166-2,Sardegna,Sardegna,,,20,,,,
IT-BZ,3,autonomous_province,iso_3166-2,Bolzano,P.A. Bolzano,,,,,,,
IT-TN,3,autonomous_province,iso_3166-2,Trento,P.A. Trento,,,,,,,
JM-01,2,parish,iso_3166-2,Kingston,,,,,,,,
JM-02,2,parish,iso_3166-2,Saint Andrew,,,,,,,,
JM-03,2,parish,iso_3166-2,Saint Thomas,,,,,,,,
JM-04,2,parish,iso_3166-2,Portland,,,,,,,,
JM-05,2,parish,iso_3166-2,Saint Mary,,,,,,,,
JM-06,2,parish,iso_3166-2,Saint Ann,,,,,,,,
JM-07,2,parish,iso_3166-2,Trelawny,,,,,,,,
JM-08,2,parish,iso_3166-2,Saint James,,,,,,,,
JM-09,2,parish,iso_3166-2,Hanover,,,,,,,,
JM-10,2,parish,iso_3166-2,Westmoreland,,,,,,,,
JM-11,2,parish,iso_3166-2,Saint Elizabeth,,,,,,,,
JM-12,2,parish,iso_3166-2,Manchester,,,,,,,,
JM-13,2,parish,iso_3166-2,Clarendon,,,,,,,,
JM-14,2,parish,iso_3166-2,Saint Catherine,,,,,,,,
JO-AJ,2,governorate,iso_3166-2,‘Ajlūn,,,,,,,,
JO-AM,2,governorate,iso_3166-2,Al ‘A̅şimah,‘Ammān,,,,,,,
JO-AQ,2,governorate,iso_3166-2,Al ‘Aqabah,Aqaba,,,,,,,
JO-AT,2,governorate,iso_3166-2,Aţ Ţafīlah,,,,,,,,
JO-AZ,2,governorate,iso_3166-2,Az Zarqā’,,,,,,,,
JO-BA,2,governorate,iso_3166-2,Al Balqā’,,,,,,,,
JO-IR,2,governorate,iso_3166-2,Irbid,,,,,,,,
JO-JA,2,governorate,iso_3166-2,Jarash,,,,,,,,
JO-KA,2,governorate,iso_3166-2,Al Karak,,,,,,,,
JO-MA,2,governorate,iso_3166-2,Al Mafraq,,,,,,,,
JO-MD,2,governorate,iso_3166-2,Mādabā,,,,,,,,
JO-MN,2,governorate,iso_3166-2,Ma‘ān,,,,,,,,
JP-01,2,prefecture,iso_3166-2,Hokkaido,,北海道,北海道,,,,,
JP-02,2,prefecture,iso_3166-2,Aomori,,青森県,青森,,,,,
JP-03,2,prefecture,iso_3166-2,Iwate,,岩手県,岩手,,,,,
JP-04,2,prefecture,iso_3166-2,Miyagi,,宮城県,宮城,,,,,
JP-05,2,prefecture,iso_3166-2,Akita,,秋田県,秋田,,,,,
JP-06,2,prefecture,iso_3166-2,Yamagata,,山形県,山形,,,,,
JP-07,2,prefecture,iso_3166-2,Fukushima,,福島県,福島,,,,,
JP-08,2,prefecture,iso_3166-2,Ibaraki,,茨城県,茨城,,,,,
JP-09,2,prefecture,iso_3166-2,Tochigi,,栃木県,栃木,,,,,
JP-10,2,prefecture,iso_3166-2,Gunma,,群馬県,群馬,,,,,
JP-11,2,prefecture,iso_3166-2,Saitama,,埼玉県,埼玉,,,,,
JP-12,2,prefecture,iso_3166-2,Chiba,,千葉県,千葉,,,,,
JP-13,2,prefecture,iso_3166-2,Tokyo,,東京都,東京,,,,,
JP-14,2,prefecture,iso_3166-2,Kanagawa,,神奈川県,神奈川,,,,,
JP-15,2,prefecture,iso_3166-2,Niigata,,新潟県,新潟,,,,,
JP-16,2,prefecture,iso_3166-2,Toyama,,富山県,富山,,,,,
JP-17,2,prefecture,iso_3166-2,Ishikawa,,石川県,石川,,,,,
JP-18,2,prefecture,iso_3166-2,Fukui,,福井県,福井,,,,,
JP-19,2,prefecture,iso_3166-2,Yamanashi,,山梨県,山梨,,,,,
JP-20,2,prefecture,iso_3166-2,Nagano,,長野県,長野,,,,,
JP-21,2,prefecture,iso_3166-2,Gifu,,岐阜県,岐阜,,,,,
JP-22,2,prefecture,iso_3166-2,Shizuoka,,静岡県,静岡,,,,,
JP-23,2,prefecture,iso_3166-2,Aichi,,愛知県,愛知,,,,,
JP-24,2,prefecture,iso_3166-2,Mie,,三重県,三重,,,,,
JP-25,2,prefecture,iso_3166-2,Shiga,,滋賀県,滋賀,,,,,
JP-26,2,prefecture,iso_3166-2,Kyoto,,京都府,京都,,,,,
JP-27,2,prefecture,iso_3166-2,Osaka,,大阪府,大阪,,,,,
JP-28,2,prefecture,iso_3166-2,Hyogo,,兵庫県,兵庫,,,,,
JP-29,2,prefecture,iso_3166-2,Nara,,奈良県,奈良,,,,,
JP-30,2,prefecture,iso_3166-2,Wakayama,,和歌山県,和歌山,,,,,
JP-31,2,prefecture,iso_3166-2,Tottori,,鳥取県,鳥取,,,,,
JP-32,2,prefecture,iso_3166-2,Shimane,,島根県,島根,,,,,
JP-33,2,prefecture,iso_3166-2,Okayama,,岡山県,岡山,,,,,
JP-34,2,prefecture,iso_3166-2,Hiroshima,,広島県,広島,,,,,
JP-35,2,prefecture,iso_3166-2,Yamaguchi,,山口県,山口,,,,,
JP-36,2,prefecture,iso_3166-2,Tokushima,,徳島県,徳島,,,,,
JP-37,2,prefecture,iso_3166-2,Kagawa,,香川県,香川,,,,,
JP-38,2,prefecture,iso_3166-2,Ehime,,愛媛県,愛媛,,,,,
JP-39,2,prefecture,iso_3166-2,Kochi,,高知県,高知,,,,,
JP-40,2,prefecture,iso_3166-2,Fukuoka,,福岡県,福岡,,,,,
JP-41,2,prefecture,iso_3166-2,Saga,,佐賀県,佐賀,,,,,
JP-42,2,prefecture,iso_3166-2,Nagasaki,,長崎県,長崎,,,,,
JP-43,2,prefecture,iso_3166-2,Kumamoto,,熊本県,熊本,,,,,
JP-44,2,prefecture,iso_3166-2,Oita,,大分県,大分,,,,,
JP-45,2,prefecture,iso_3166-2,Miyazaki,,宮崎県,宮崎,,,,,
JP-46,2,prefecture,iso_3166-2,Kagoshima,,鹿児島県,鹿児島,,,,,
JP-47,2,prefecture,iso_3166-2,Okinawa,,沖縄県,沖縄,,,,,
KE-01,2,county,iso_3166-2,Baringo,,,,,,,,
KE-02,2,county,iso_3166-2,Bomet,,,,,,,,
KE-03,2,county,iso_3166-2,Bungoma,,,,,,,,
KE-04,2,county,iso_3166-2,Busia,,,,,,,,
KE-05,2,county,iso_3166-2,Elgeyo/Marakwet,,,,,,,,
KE-06,2,county,iso_3166-2,Embu,,,,,,,,
KE-07,2,county,iso_3166-2,Garissa,,,,,,,,
KE-08,2,county,iso_3166-2,Homa Bay,,,,,,,,
KE-09,2,county,iso_3166-2,Isiolo,,,,,,,,
KE-10,2,county,iso_3166-2,Kajiado,,,,,,,,
KE-11,2,county,iso_3166-2,Kakamega,,,,,,,,
KE-12,2,county,iso_3166-2,Kericho,,,,,,,,
KE-13,2,county,iso_3166-2,Kiambu,,,,,,,,
KE-14,2,county,iso_3166-2,Kilifi,,,,,,,,
KE-15,2,county,iso_3166-2,Kirinyaga,,,,,,,,
KE-16,2,county,iso_3166-2,Kisii,,,,,,,,
KE-17,2,county,iso_3166-2,Kisumu,,,,,,,,
KE-18,2,county,iso_3166-2,Kitui,,,,,,,,
KE-19,2,county,iso_3166-2,Kwale,,,,,,,,
KE-20,2,county,iso_3166-2,Laikipia,,,,,,,,
KE-21,2,county,iso_3166-2,Lamu,,,,,,,,
KE-22,2,county,iso_3166-2,Machakos,,,,,,,,
KE-23,2,county,iso_3166-2,Makueni,,,,,,,,
KE-24,2,county,iso_3166-2,Mandera,,,,,,,,
KE-25,2,county,iso_3166-2,Marsabit,,,,,,,,
KE-26,2,county,iso_3166-2,Meru,,,,,,,,
KE-27,2,county,iso_3166-2,Migori,,,,,,,,
KE-28,2,county,iso_3166-2,Mombasa,,,,,,,,
KE-29,2,county,iso_3166-2,Murang'a,,,,,,,,
KE-30,2,county,iso_3166-2,Nairobi City,,,,,,,,
KE-31,2,county,iso_3166-2,Nakuru,,,,,,,,
KE-32,2,county,iso_3166-2,Nandi,,,,,,,,
KE-33,2,county,iso_3166-2,Narok,,,,,,,,
KE-34,2,county,iso_3166-2,Nyamira,,,,,,,,
KE-35,2,county,iso_3166-2,Nyandarua,,,,,,,,
KE-36,2,county,iso_3166-2,Nyeri,,,,,,,,
KE-37,2,county,iso_3166-2,Samburu,,,,,,,,
KE-38,2,county,iso_3166-2,Siaya,,,,,,,,
KE-39,2,county,iso_3166-2,Taita/Taveta,,,,,,,,
KE-40,2,county,iso_3166-2,Tana River,,,,,,,,
KE-41,2,county,iso_3166-2,Tharaka-Nithi,,,,,,,,
KE-42,2,county,iso_3166-2,Trans Nzoia,,,,,,,,
KE-43,2,county,iso_3166-2,Turkana,,,,,,,,
KE-44,2,county,iso_3166-2,Uasin Gishu,,,,,,,,
KE-45,2,county,iso_3166-2,Vihiga,,,,,,,,
KE-46,2,county,iso_3166-2,Wajir,,,,,,,,
KE-47,2,county,iso_3166-2,West Pokot,,,,,,,,
KG-B,2,region,iso_3166-2,Batken,Batkenskaya oblast',,Batkenskaja oblast',,,,,
KG-C,2,region,iso_3166-2,Chüy,Chuyskaya oblast',,Čujskaja oblast',,,,,
KG-GB,2,city,iso_3166-2,Bishkek,Gorod Bishkek,,Gorod Biškek,,,,,
KG-GO,2,city,iso_3166-2,Osh,Gorod Osh,,Gorod Oš,,,,,
KG-J,2,region,iso_3166-2,Jalal-Abad,Dzhalal-Abadskaya oblast',,Džalal-Abadskaja oblast',,,,,
KG-N,2,region,iso_3166-2,Naryn,Narynskaya oblast',,Narynskaja oblast',,,,,
KG-O,2,region,iso_3166-2,Osh,Oshskaya oblast',,Ošskaja oblast',,,,,
KG-T,2,region,iso_3166-2,Talas,Talasskaya oblast',,Talasskaja oblast',,,,,
KG-Y,2,region,iso_3166-2,Ysyk-Köl,Issyk-Kul'skaya oblast',,Issyk-Kul'skaja oblast',,,,,
KH-1,2,province,iso_3166-2,Banteay Mean Chey,Bântéay Méanchey,,Banteay Meanchey,,,,,
KH-10,2,province,iso_3166-2,Kracheh,Krâchéh,,Kratie,,,,,
KH-11,2,province,iso_3166-2,Mondol Kiri,Môndól Kiri,,Mondolkiri,,,,,
KH-12,2,autonomous municipality,iso_3166-2,Phnom Penh,Phnum Pénh,,,,,,,
KH-13,2,province,iso_3166-2,Preah Vihear,Preăh Vihéar,,,,,,,
KH-14,2,province,iso_3166-2,Prey Veaeng,Prey Vêng,,Prey Veng,,,,,
KH-15,2,province,iso_3166-2,Pousaat,Poŭthĭsăt,,Pursat,,,,,
KH-16,2,province,iso_3166-2,Rotanak Kiri,Rôtânôkiri,,Ratanakiri,,,,,
KH-17,2,province,iso_3166-2,Siem Reab,Siĕmréab,,Siem Reap,,,,,
KH-18,2,province,iso_3166-2,Preah Sihanouk,Preăh Sihanouk,,Sihanoukville,,,,,
KH-19,2,province,iso_3166-2,Stueng Traeng,Stoĕng Trêng,,Stung Treng,,,,,
KH-2,2,province,iso_3166-2,Baat Dambang,Bătdâmbâng,,Battambang,,,,,
KH-20,2,province,iso_3166-2,Svaay Rieng,Svay Riĕng,,Svay Rieng,,,,,
KH-21,2,province,iso_3166-2,Taakaev,Takêv,,Takeo,,,,,
KH-22,2,province,iso_3166-2,Otdar Mean Chey,Ŏtdâr Méanchey,,Oddar Meanchey,,,,,
KH-23,2,province,iso_3166-2,Kaeb,Kêb,,Kep,,,,,
KH-24,2,province,iso_3166-2,Pailin,Pailĭn,,,,,,,
KH-25,2,province,iso_3166-2,Tbong Khmum,Tbong Khmŭm,,,,,,,
KH-3,2,province,iso_3166-2,Kampong Chaam,Kâmpóng Cham,,Kampong Cham,,,,,
KH-4,2,province,iso_3166-2,Kampong Chhnang,Kâmpóng Chhnăng,,,,,,,
KH-5,2,province,iso_3166-2,Kampong Spueu,Kâmpóng Spœ,,Kampong Speu,,,,,
KH-6,2,province,iso_3166-2,Kampong Thum,Kâmpóng Thum,,Kampong Thom,,,,,
KH-7,2,province,iso_3166-2,Kampot,Kâmpôt,,,,,,,
KH-8,2,province,iso_3166-2,Kandaal,Kândal,,Kandal,,,,,
KH-9,2,province,iso_3166-2,Kaoh Kong,Kaôh Kŏng,,Koh Kong,,,,,
KI-G,2,group_of_islands,iso_3166-2,Gilbert Islands,,,,,,,,
KI-L,2,group_of_islands,iso_3166-2,Line Islands,,,,,,,,
KI-P,2,group_of_islands,iso_3166-2,Phoenix Islands,,,,,,,,
KM-A,2,island,iso_3166-2,Anjouan,Andjouân,Anjwān,Ndzuwani,,,,,
KM-G,2,island,iso_3166-2,Grande Comore,Andjazîdja,Anjazījah,Ngazidja,,,,,
KM-M,2,island,iso_3166-2,Mohéli,Moûhîlî,Mūhīlī,Mwali,,,,,
KN-01,3,parish,iso_3166-2,Christ Church Nichola Town,,,,,CCN,,,
KN-02,3,parish,iso_3166-2,Saint Anne Sandy Point,,,,,ASP,,,
KN-03,3,parish,iso_3166-2,Saint George Basseterre,,,,,GBA,,,
KN-04,3,parish,iso_3166-2,Saint George Gingerland,,,,,GGI,,,
KN-05,3,parish,iso_3166-2,Saint James Windward,,,,,JWI,,,
KN-06,3,parish,iso_3166-2,Saint John Capisterre,,,,,JCA,,,
KN-07,3,parish,iso_3166-2,Saint John Figtree,,,,,JFI,,,
KN-08,3,parish,iso_3166-2,Saint Mary Cayon,,,,,MCA,,,
KN-09,3,parish,iso_3166-2,Saint Paul Capisterre,,,,,PCA,,,
KN-10,3,parish,iso_3166-2,Saint Paul Charlestown,,,,,PCH,,,
KN-11,3,parish,iso_3166-2,Saint Peter Basseterre,,,,,PBS,,,
KN-12,3,parish,iso_3166-2,Saint Thomas Lowland,,,,,TLO,,,
KN-13,3,parish,iso_3166-2,Saint Thomas Middle Island,,,,,TMI,,,
KN-15,3,parish,iso_3166-2,Trinity Palmetto Point,,,,,TPP,,,
KN-K,2,state,iso_3166-2,Saint Kitts,,,,,,,,
KN-N,2,state,iso_3166-2,Nevis,,,,,,,,
KP-01,2,capital city,iso_3166-2,Pyongyang,P'yǒngyang,,Phyeongyang,,,,,
KP-02,2,province,iso_3166-2,South Pyongan,P'yǒngan-namdo,,Phyeongannamto,,,,,
KP-03,2,province,iso_3166-2,North Pyongan,P'yǒngan-bukto,,Phyeonganpukto,,,,,
KP-04,2,province,iso_3166-2,Chagang,Chagang-do,,Jakangto,,,,,
KP-05,2,province,iso_3166-2,South Hwanghae,Hwanghae-namdo,,Hwanghainamto,,,,,
KP-06,2,province,iso_3166-2,North Hwanghae,Hwanghae-bukto,,Hwanghaipukto,,,,,
KP-07,2,province,iso_3166-2,Kangwon,Kangwǒn-do,,Kangweonto,,,,,
KP-08,2,province,iso_3166-2,South Hamgyong,Hamgyǒng-namdo,,Hamkyeongnamto,,,,,
KP-09,2,province,iso_3166-2,North Hamgyong,Hamgyǒng-bukto,,Hamkyeongpukto,,,,,
KP-10,2,province,iso_3166-2,Ryanggang,Ryanggang-do,,Ryangkangto,,,,,
KP-13,2,special city,iso_3166-2,Rason,"Rasǒn
(local variant is Najin Sǒnbong)",,Raseon,,,,,
KP-14,2,metropolitan city,iso_3166-2,Nampo,Namp’o,,Nampho,,,,,
KR-11,2,special city,iso_3166-2,Seoul,Seoul-teukbyeolsi,,Seoul,,,,,
KR-26,2,metropolitan city,iso_3166-2,Busan,Busan-gwangyeoksi,,Busan,,,,,
KR-27,2,metropolitan city,iso_3166-2,Daegu,Daegu-gwangyeoksi,,Daegu,,,,,
KR-28,2,metropolitan city,iso_3166-2,Incheon,Incheon-gwangyeoksi,,Incheon,,,,,
KR-29,2,metropolitan city,iso_3166-2,Gwangju,Gwangju-gwangyeoksi,,Gwangju,,,,,
KR-30,2,metropolitan city,iso_3166-2,Daejeon,Daejeon-gwangyeoksi,,Daejeon,,,,,
KR-31,2,metropolitan city,iso_3166-2,Ulsan,Ulsan-gwangyeoksi,,Ulsan,,,,,
KR-41,2,province,iso_3166-2,Gyeonggi,Gyeonggi-do,,Gyeonggi,,,,,
KR-42,2,province,iso_3166-2,Gangwon,Gangwon-do,,Gangwon,,,,,
KR-43,2,province,iso_3166-2,North Chungcheong,Chungcheongbuk-do,,Chungbuk,,,,,
KR-44,2,province,iso_3166-2,South Chungcheong,Chungcheongnam-do,,Chungnam,,,,,
KR-45,2,province,iso_3166-2,North Jeolla,Jeollabuk-do,,Jeonbuk,,,,,
KR-46,2,province,iso_3166-2,South Jeolla,Jeollanam-do,,Jeonnam,,,,,
