country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CR,Costa Rica,,,,,,2020-02-15,5,10,4,2,4,0
CR,Costa Rica,,,,,,2020-02-16,1,9,-5,1,1,1
CR,Costa Rica,,,,,,2020-02-17,-1,5,1,2,20,-3
CR,Costa Rica,,,,,,2020-02-18,-3,3,-1,1,20,-3
CR,Costa Rica,,,,,,2020-02-19,-4,-1,0,0,19,-2
CR,Costa Rica,,,,,,2020-02-20,-5,-1,-2,0,19,-2
CR,Costa Rica,,,,,,2020-02-21,-5,0,-5,1,21,-2
CR,Costa Rica,,,,,,2020-02-22,-2,1,-1,-1,4,1
CR,Costa Rica,,,,,,2020-02-23,-4,2,-1,-2,1,2
CR,Costa Rica,,,,,,2020-02-24,-5,0,-1,0,22,-2
CR,Costa Rica,,,,,,2020-02-25,-6,-1,-2,0,20,-2
CR,Costa Rica,,,,,,2020-02-26,-7,-2,-1,-3,21,-2
CR,Costa Rica,,,,,,2020-02-27,-5,0,-5,-2,20,-2
CR,Costa Rica,,,,,,2020-02-28,2,6,-1,2,23,-3
CR,Costa Rica,,,,,,2020-02-29,4,13,3,4,6,0
CR,Costa Rica,,,,,,2020-03-01,3,13,0,1,3,1
CR,Costa Rica,,,,,,2020-03-02,0,9,3,3,23,-3
CR,Costa Rica,,,,,,2020-03-03,-2,7,1,1,21,-3
CR,Costa Rica,,,,,,2020-03-04,-4,3,0,-1,21,-3
CR,Costa Rica,,,,,,2020-03-05,-4,1,-3,-1,20,-2
CR,Costa Rica,,,,,,2020-03-06,-4,2,-5,-1,22,-2
CR,Costa Rica,,,,,,2020-03-07,-3,4,-4,-4,5,2
CR,Costa Rica,,,,,,2020-03-08,-5,4,-8,-7,1,2
CR,Costa Rica,,,,,,2020-03-09,-7,4,-5,-2,21,-2
CR,Costa Rica,,,,,,2020-03-10,-9,4,-7,-5,19,-1
CR,Costa Rica,,,,,,2020-03-11,-12,0,-10,-9,17,0
CR,Costa Rica,,,,,,2020-03-12,-12,-2,-13,-11,15,2
CR,Costa Rica,,,,,,2020-03-13,-7,5,-11,-10,16,1
