country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MK,North Macedonia,,,,,,2020-02-15,6,7,4,0,4,0
MK,North Macedonia,,,,,,2020-02-16,10,9,27,5,4,0
MK,North Macedonia,,,,,,2020-02-17,8,8,24,10,19,-2
MK,North Macedonia,,,,,,2020-02-18,8,8,21,7,3,-1
MK,North Macedonia,,,,,,2020-02-19,4,6,14,5,2,-2
MK,North Macedonia,,,,,,2020-02-20,-4,0,-7,-1,0,0
MK,North Macedonia,,,,,,2020-02-21,3,6,3,5,18,-1
MK,North Macedonia,,,,,,2020-02-22,0,2,-6,0,2,0
MK,North Macedonia,,,,,,2020-02-23,6,5,21,3,4,0
MK,North Macedonia,,,,,,2020-02-24,3,5,10,7,20,-1
MK,North Macedonia,,,,,,2020-02-25,4,7,20,5,4,-1
MK,North Macedonia,,,,,,2020-02-26,1,9,17,5,3,-2
MK,North Macedonia,,,,,,2020-02-27,-5,3,-6,-3,1,0
MK,North Macedonia,,,,,,2020-02-28,-7,-2,-20,-6,18,1
MK,North Macedonia,,,,,,2020-02-29,3,9,10,-5,4,0
MK,North Macedonia,,,,,,2020-03-01,0,12,27,6,9,-1
MK,North Macedonia,,,,,,2020-03-02,7,10,21,8,22,-2
MK,North Macedonia,,,,,,2020-03-03,3,8,7,4,5,-1
MK,North Macedonia,,,,,,2020-03-04,-2,4,-7,2,3,0
MK,North Macedonia,,,,,,2020-03-05,9,12,17,9,3,-2
MK,North Macedonia,,,,,,2020-03-06,8,8,0,5,20,-1
MK,North Macedonia,,,,,,2020-03-07,2,6,-15,-9,3,1
MK,North Macedonia,,,,,,2020-03-08,17,21,-2,4,7,0
MK,North Macedonia,,,,,,2020-03-09,1,3,-1,2,20,-1
MK,North Macedonia,,,,,,2020-03-10,-1,14,0,-1,2,0
MK,North Macedonia,,,,,,2020-03-11,-7,10,12,-11,-17,3
MK,North Macedonia,,,,,,2020-03-12,-15,12,21,-15,-21,5
MK,North Macedonia,,,,,,2020-03-13,-25,8,8,-24,-11,7
MK,North Macedonia,,,,,,2020-03-14,-36,7,-2,-30,-12,6
MK,North Macedonia,,,,,,2020-03-15,-63,2,-51,-48,-30,12
