country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GH,Ghana,,,,,,2020-02-15,0,-2,0,-3,2,0
GH,Ghana,,,,,,2020-02-16,-3,-3,-2,-3,1,1
GH,Ghana,,,,,,2020-02-17,-4,-2,-6,-4,4,0
GH,Ghana,,,,,,2020-02-18,-3,-3,-3,-3,4,0
GH,Ghana,,,,,,2020-02-19,-4,-2,-6,-4,2,1
GH,Ghana,,,,,,2020-02-20,-3,-2,-5,-5,1,1
GH,Ghana,,,,,,2020-02-21,-3,-6,-4,-2,3,1
GH,Ghana,,,,,,2020-02-22,-3,-3,-2,-2,2,0
GH,Ghana,,,,,,2020-02-23,-3,-3,-4,-4,2,1
GH,Ghana,,,,,,2020-02-24,-5,-4,-4,-3,3,1
GH,Ghana,,,,,,2020-02-25,-3,-3,0,-2,3,0
GH,Ghana,,,,,,2020-02-26,-3,-3,-3,-2,2,-1
GH,Ghana,,,,,,2020-02-27,-2,-1,-2,-1,0,1
GH,Ghana,,,,,,2020-02-28,-2,-4,0,2,2,0
GH,Ghana,,,,,,2020-02-29,0,1,-1,2,1,-1
GH,Ghana,,,,,,2020-03-01,-1,1,-2,1,4,0
GH,Ghana,,,,,,2020-03-02,-1,1,-3,3,4,1
GH,Ghana,,,,,,2020-03-03,-1,-2,0,2,3,1
GH,Ghana,,,,,,2020-03-04,3,3,1,7,3,0
GH,Ghana,,,,,,2020-03-05,5,2,1,5,-1,-1
GH,Ghana,,,,,,2020-03-06,-1,-10,6,-4,-42,11
GH,Ghana,,,,,,2020-03-07,-2,-4,5,1,-1,1
GH,Ghana,,,,,,2020-03-08,-1,2,1,3,3,0
GH,Ghana,,,,,,2020-03-09,-3,-3,-2,3,2,1
GH,Ghana,,,,,,2020-03-10,-1,-3,0,3,3,0
GH,Ghana,,,,,,2020-03-11,-3,-3,-2,0,2,1
GH,Ghana,,,,,,2020-03-12,-2,1,-1,0,3,1
GH,Ghana,,,,,,2020-03-13,-2,-3,-1,0,5,1
GH,Ghana,,,,,,2020-03-14,-5,-2,-4,-5,2,1
GH,Ghana,,,,,,2020-03-15,-6,-1,-7,-4,3,1
GH,Ghana,,,,,,2020-03-16,-6,-2,-10,-9,-7,4
GH,Ghana,,,,,,2020-03-17,-8,-1,-7,-8,-8,3
GH,Ghana,,,,,,2020-03-18,-10,-4,-8,-10,-9,7
GH,Ghana,,,,,,2020-03-19,-12,-5,-9,-13,-10,8
