country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
KH,Cambodia,,,,,,2020-02-15,2,0,2,-17,5,0
KH,Cambodia,,,,,,2020-02-16,2,0,2,-19,3,2
KH,Cambodia,,,,,,2020-02-17,-2,-1,0,-19,5,2
KH,Cambodia,,,,,,2020-02-18,-2,0,-1,-20,5,1
KH,Cambodia,,,,,,2020-02-19,-2,-3,0,-20,5,2
KH,Cambodia,,,,,,2020-02-20,-1,-2,0,-21,6,2
KH,Cambodia,,,,,,2020-02-21,0,-1,2,-21,5,2
KH,Cambodia,,,,,,2020-02-22,0,0,2,-21,6,1
KH,Cambodia,,,,,,2020-02-23,0,-1,1,-19,4,2
KH,Cambodia,,,,,,2020-02-24,-3,-2,-3,-21,6,2
KH,Cambodia,,,,,,2020-02-25,-2,0,-3,-20,5,1
KH,Cambodia,,,,,,2020-02-26,-1,-1,1,-21,6,2
KH,Cambodia,,,,,,2020-02-27,-1,-1,0,-22,5,2
KH,Cambodia,,,,,,2020-02-28,0,-2,0,-22,5,1
KH,Cambodia,,,,,,2020-02-29,1,-1,-1,-21,5,0
KH,Cambodia,,,,,,2020-03-01,1,2,1,-19,5,1
KH,Cambodia,,,,,,2020-03-02,-1,1,-2,-19,6,1
KH,Cambodia,,,,,,2020-03-03,0,1,-1,-20,5,0
KH,Cambodia,,,,,,2020-03-04,1,1,2,-21,6,1
KH,Cambodia,,,,,,2020-03-05,1,2,2,-20,5,1
KH,Cambodia,,,,,,2020-03-06,0,3,0,-21,3,1
KH,Cambodia,,,,,,2020-03-07,-2,2,-2,-21,2,0
KH,Cambodia,,,,,,2020-03-08,-4,0,1,-23,0,2
KH,Cambodia,,,,,,2020-03-09,-7,-1,-3,-23,-20,6
KH,Cambodia,,,,,,2020-03-10,-6,1,-7,-23,4,1
KH,Cambodia,,,,,,2020-03-11,-5,-1,-5,-26,5,3
KH,Cambodia,,,,,,2020-03-12,-5,-3,-5,-27,4,2
KH,Cambodia,,,,,,2020-03-13,-5,-3,-5,-27,5,3
KH,Cambodia,,,,,,2020-03-14,-11,-4,-12,-27,3,4
KH,Cambodia,,,,,,2020-03-15,-13,-5,-15,-28,2,5
KH,Cambodia,,,,,,2020-03-16,-13,-4,-15,-27,-3,5
KH,Cambodia,,,,,,2020-03-17,-19,-6,-19,-30,-11,6
KH,Cambodia,,,,,,2020-03-18,-23,-11,-18,-35,-13,8
KH,Cambodia,,,,,,2020-03-19,-26,-14,-19,-39,-14,9
KH,Cambodia,,,,,,2020-03-20,-28,-14,-21,-41,-15,10
KH,Cambodia,,,,,,2020-03-21,-33,-18,-27,-44,-14,10
KH,Cambodia,,,,,,2020-03-22,-36,-23,-28,-49,-9,10
KH,Cambodia,,,,,,2020-03-23,-35,-21,-26,-48,-18,11
KH,Cambodia,,,,,,2020-03-24,-36,-22,-28,-50,-20,11
