country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BS,The Bahamas,,,,,,2020-02-15,1,-3,13,11,0,-1
BS,The Bahamas,,,,,,2020-02-16,6,-1,11,4,3,-1
BS,The Bahamas,,,,,,2020-02-17,1,0,15,6,2,0
BS,The Bahamas,,,,,,2020-02-18,3,0,6,8,1,0
BS,The Bahamas,,,,,,2020-02-19,0,-4,8,23,-1,0
BS,The Bahamas,,,,,,2020-02-20,1,-2,15,11,-3,0
BS,The Bahamas,,,,,,2020-02-21,-1,0,3,8,-6,2
BS,The Bahamas,,,,,,2020-02-22,-1,-2,-7,16,0,1
BS,The Bahamas,,,,,,2020-02-23,1,-2,7,7,0,0
BS,The Bahamas,,,,,,2020-02-24,3,0,8,8,-5,2
BS,The Bahamas,,,,,,2020-02-25,0,-1,9,4,0,0
BS,The Bahamas,,,,,,2020-02-26,2,1,8,13,2,-1
BS,The Bahamas,,,,,,2020-02-27,3,5,1,6,0,1
BS,The Bahamas,,,,,,2020-02-28,6,8,8,5,0,0
BS,The Bahamas,,,,,,2020-02-29,5,4,13,13,3,-1
BS,The Bahamas,,,,,,2020-03-01,3,3,6,4,0,0
BS,The Bahamas,,,,,,2020-03-02,3,10,8,-3,1,1
BS,The Bahamas,,,,,,2020-03-03,1,5,6,-1,0,0
BS,The Bahamas,,,,,,2020-03-04,1,3,11,8,2,-1
BS,The Bahamas,,,,,,2020-03-05,-1,3,9,2,1,1
BS,The Bahamas,,,,,,2020-03-06,1,2,11,2,1,-1
BS,The Bahamas,,,,,,2020-03-07,-1,2,3,3,2,0
BS,The Bahamas,,,,,,2020-03-08,-3,-1,-4,-2,0,1
BS,The Bahamas,,,,,,2020-03-09,-1,4,-4,-8,1,1
BS,The Bahamas,,,,,,2020-03-10,-1,2,3,-6,2,0
BS,The Bahamas,,,,,,2020-03-11,-2,7,8,3,3,0
BS,The Bahamas,,,,,,2020-03-12,-1,13,12,-2,1,0
BS,The Bahamas,,,,,,2020-03-13,1,17,13,0,1,-1
BS,The Bahamas,,,,,,2020-03-14,-2,11,16,-5,3,-1
BS,The Bahamas,,,,,,2020-03-15,-8,14,4,-10,1,0
BS,The Bahamas,,,,,,2020-03-16,-7,36,3,-14,-8,5
BS,The Bahamas,,,,,,2020-03-17,-16,14,-6,-15,-14,7
BS,The Bahamas,,,,,,2020-03-18,-20,7,-8,-15,-16,10
BS,The Bahamas,,,,,,2020-03-19,-21,11,-8,-24,-19,11
BS,The Bahamas,,,,,,2020-03-20,-43,0,-19,-29,-31,19
BS,The Bahamas,,,,,,2020-03-21,-53,-19,-22,-38,-35,16
BS,The Bahamas,,,,,,2020-03-22,-55,-25,-24,-52,-36,13
BS,The Bahamas,,,,,,2020-03-23,-47,-19,-19,-53,-43,20
BS,The Bahamas,,,,,,2020-03-24,-69,-27,-48,-56,-63,31
BS,The Bahamas,,,,,,2020-03-25,-68,-32,-47,-69,-64,32
BS,The Bahamas,,,,,,2020-03-26,-65,-29,-43,-76,-64,33
BS,The Bahamas,,,,,,2020-03-27,-62,-27,-43,-81,-62,32
BS,The Bahamas,,,,,,2020-03-28,-68,-34,-48,-84,-57,25
BS,The Bahamas,,,,,,2020-03-29,-67,-34,-48,-87,-52,19
BS,The Bahamas,,,,,,2020-03-30,-63,-33,-45,-83,-62,30
