country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
HU,Hungary,,,,,,2020-02-15,14,6,46,16,4,-2
HU,Hungary,,,,,,2020-02-16,20,10,52,18,3,-2
HU,Hungary,,,,,,2020-02-17,6,4,25,6,3,0
HU,Hungary,,,,,,2020-02-18,5,4,24,5,2,0
HU,Hungary,,,,,,2020-02-19,3,2,16,2,2,-1
HU,Hungary,,,,,,2020-02-20,4,2,14,4,2,0
HU,Hungary,,,,,,2020-02-21,2,2,1,1,1,0
HU,Hungary,,,,,,2020-02-22,8,3,36,11,3,-1
HU,Hungary,,,,,,2020-02-23,11,6,23,14,2,-2
HU,Hungary,,,,,,2020-02-24,2,4,21,3,3,0
HU,Hungary,,,,,,2020-02-25,5,6,42,6,3,-1
HU,Hungary,,,,,,2020-02-26,-3,5,0,-2,1,1
HU,Hungary,,,,,,2020-02-27,3,10,7,2,2,0
HU,Hungary,,,,,,2020-02-28,0,6,-5,0,0,1
HU,Hungary,,,,,,2020-02-29,2,3,10,5,4,0
HU,Hungary,,,,,,2020-03-01,5,3,9,7,3,-1
HU,Hungary,,,,,,2020-03-02,0,2,15,2,3,0
HU,Hungary,,,,,,2020-03-03,1,3,4,1,3,0
HU,Hungary,,,,,,2020-03-04,2,4,3,0,2,0
HU,Hungary,,,,,,2020-03-05,7,9,18,5,3,-1
HU,Hungary,,,,,,2020-03-06,3,7,-10,0,0,1
HU,Hungary,,,,,,2020-03-07,11,12,12,8,3,-1
HU,Hungary,,,,,,2020-03-08,24,24,31,17,5,-2
HU,Hungary,,,,,,2020-03-09,5,6,25,3,3,0
HU,Hungary,,,,,,2020-03-10,7,10,32,4,2,-1
HU,Hungary,,,,,,2020-03-11,3,18,15,1,1,0
HU,Hungary,,,,,,2020-03-12,5,23,35,0,-1,0
HU,Hungary,,,,,,2020-03-13,-4,23,-3,-9,-4,3
HU,Hungary,,,,,,2020-03-14,-10,22,10,-8,-1,2
HU,Hungary,,,,,,2020-03-15,-42,-75,38,-17,-16,3
HU,Hungary,,,,,,2020-03-16,-10,35,0,-28,-24,9
HU,Hungary,,,,,,2020-03-17,-31,12,8,-36,-32,13
HU,Hungary,,,,,,2020-03-18,-36,4,5,-40,-36,15
HU,Hungary,,,,,,2020-03-19,-41,-8,-1,-43,-39,16
HU,Hungary,,,,,,2020-03-20,-45,-14,-3,-45,-40,17
HU,Hungary,,,,,,2020-03-21,-57,-27,-46,-47,-24,12
HU,Hungary,,,,,,2020-03-22,-64,-36,-49,-55,-29,10
HU,Hungary,,,,,,2020-03-23,-54,-26,-50,-58,-46,21
HU,Hungary,,,,,,2020-03-24,-54,-25,-38,-57,-48,22
HU,Hungary,,,,,,2020-03-25,-56,-27,-45,-58,-48,22
HU,Hungary,,,,,,2020-03-26,-53,-24,-32,-55,-48,22
HU,Hungary,,,,,,2020-03-27,-44,-6,-9,-48,-46,19
HU,Hungary,,,,,,2020-03-28,-66,-40,-21,-52,-32,13
HU,Hungary,,,,,,2020-03-29,-66,-43,-7,-53,-32,10
HU,Hungary,,,,,,2020-03-30,-57,-29,-42,-59,-49,22
HU,Hungary,,,,,,2020-03-31,-55,-26,-24,-56,-49,21
HU,Hungary,,,,,,2020-04-01,-54,-27,-15,-54,-48,21
HU,Hungary,,,,,,2020-04-02,-51,-20,-17,-53,-48,21
HU,Hungary,,,,,,2020-04-03,-50,-16,-13,-51,-47,21
HU,Hungary,,,,,,2020-04-04,-54,-22,-4,-43,-30,11
HU,Hungary,,,,,,2020-04-05,-54,-27,20,-44,-29,8
HU,Hungary,,,,,,2020-04-06,-44,-16,-4,-51,-47,19
HU,Hungary,,,,,,2020-04-07,-42,-9,8,-49,-48,19
HU,Hungary,,,,,,2020-04-08,-41,2,5,-49,-48,17
HU,Hungary,,,,,,2020-04-09,-29,22,2,-44,-51,17
HU,Hungary,,,,,,2020-04-10,-81,-86,-9,-70,-84,32
