country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
HK,Hong Kong,,,,,,2020-02-15,-26,-4,-26,-34,-18,14
HK,Hong Kong,,,,,,2020-02-16,-28,-12,-35,-36,-19,13
HK,Hong Kong,,,,,,2020-02-17,-23,-3,-14,-32,-21,15
HK,Hong Kong,,,,,,2020-02-18,-24,-5,-11,-33,-21,16
HK,Hong Kong,,,,,,2020-02-19,-24,-8,-11,-31,-17,14
HK,Hong Kong,,,,,,2020-02-20,-24,-11,-12,-28,-11,12
HK,Hong Kong,,,,,,2020-02-21,-24,-5,-14,-31,-21,17
HK,Hong Kong,,,,,,2020-02-22,-23,-1,-5,-30,-16,13
HK,Hong Kong,,,,,,2020-02-23,-24,-4,-7,-31,-17,11
HK,Hong Kong,,,,,,2020-02-24,-23,-7,-10,-31,-19,14
HK,Hong Kong,,,,,,2020-02-25,-24,-9,-9,-31,-19,15
HK,Hong Kong,,,,,,2020-02-26,-24,-11,-8,-30,-15,14
HK,Hong Kong,,,,,,2020-02-27,-24,-10,-14,-27,-9,12
HK,Hong Kong,,,,,,2020-02-28,-23,-6,-13,-29,-19,16
HK,Hong Kong,,,,,,2020-02-29,-22,-2,-6,-25,-14,12
HK,Hong Kong,,,,,,2020-03-01,-22,-5,-5,-27,-15,10
HK,Hong Kong,,,,,,2020-03-02,-22,-5,-14,-27,-14,13
HK,Hong Kong,,,,,,2020-03-03,-22,-4,-9,-28,-14,14
HK,Hong Kong,,,,,,2020-03-04,-24,-13,-21,-27,-11,13
HK,Hong Kong,,,,,,2020-03-05,-22,-9,-18,-24,-5,11
HK,Hong Kong,,,,,,2020-03-06,-20,-4,-12,-26,-14,15
HK,Hong Kong,,,,,,2020-03-07,-20,0,-4,-24,-12,11
HK,Hong Kong,,,,,,2020-03-08,-21,-6,-10,-26,-15,10
HK,Hong Kong,,,,,,2020-03-09,-21,-8,-13,-26,-13,13
HK,Hong Kong,,,,,,2020-03-10,-20,-4,-3,-26,-12,13
HK,Hong Kong,,,,,,2020-03-11,-21,-7,-14,-26,-9,12
HK,Hong Kong,,,,,,2020-03-12,-22,-9,-13,-22,-3,10
HK,Hong Kong,,,,,,2020-03-13,-20,-3,-12,-26,-13,14
HK,Hong Kong,,,,,,2020-03-14,-20,-1,-4,-24,-12,11
HK,Hong Kong,,,,,,2020-03-15,-18,2,1,-23,-14,9
HK,Hong Kong,,,,,,2020-03-16,-20,-3,-1,-25,-12,12
HK,Hong Kong,,,,,,2020-03-17,-22,-6,-7,-28,-12,13
HK,Hong Kong,,,,,,2020-03-18,-25,-14,-25,-29,-9,13
HK,Hong Kong,,,,,,2020-03-19,-25,-16,-23,-25,-3,11
HK,Hong Kong,,,,,,2020-03-20,-22,-4,-20,-28,-13,15
HK,Hong Kong,,,,,,2020-03-21,-24,-1,-20,-30,-13,13
HK,Hong Kong,,,,,,2020-03-22,-25,-2,-11,-32,-15,12
HK,Hong Kong,,,,,,2020-03-23,-24,0,-10,-32,-17,14
HK,Hong Kong,,,,,,2020-03-24,-27,-3,-12,-34,-19,16
HK,Hong Kong,,,,,,2020-03-25,-27,-5,-12,-33,-16,15
HK,Hong Kong,,,,,,2020-03-26,-28,-9,-21,-31,-11,13
HK,Hong Kong,,,,,,2020-03-27,-26,1,-16,-33,-20,18
