open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
,PR,Puerto Rico,,,,,,2020-02-15,2.0,0.0,9.0,-4.0,-3.0,0.0
,PR,Puerto Rico,,,,,,2020-02-16,0.0,-2.0,10.0,-2.0,-4.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-17,-3.0,-5.0,16.0,-8.0,-27.0,8.0
,PR,Puerto Rico,,,,,,2020-02-18,-2.0,2.0,3.0,5.0,8.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-19,-2.0,-3.0,4.0,7.0,8.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-20,-2.0,0.0,1.0,-1.0,8.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-21,-2.0,-1.0,3.0,-3.0,10.0,-2.0
,PR,Puerto Rico,,,,,,2020-02-22,-1.0,-2.0,9.0,-6.0,-1.0,0.0
,PR,Puerto Rico,,,,,,2020-02-23,-4.0,-5.0,-1.0,-1.0,-4.0,0.0
,PR,Puerto Rico,,,,,,2020-02-24,-7.0,-4.0,-13.0,-2.0,15.0,0.0
,PR,Puerto Rico,,,,,,2020-02-25,-10.0,-8.0,-20.0,-5.0,6.0,1.0
,PR,Puerto Rico,,,,,,2020-02-26,-2.0,-3.0,-1.0,1.0,9.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-27,2.0,1.0,4.0,2.0,9.0,-1.0
,PR,Puerto Rico,,,,,,2020-02-28,3.0,2.0,4.0,1.0,10.0,-3.0
,PR,Puerto Rico,,,,,,2020-02-29,2.0,-1.0,12.0,-3.0,-1.0,-1.0
,PR,Puerto Rico,,,,,,2020-03-01,2.0,0.0,12.0,5.0,-4.0,-1.0
,PR,Puerto Rico,,,,,,2020-03-02,-2.0,3.0,-9.0,-1.0,-8.0,4.0
,PR,Puerto Rico,,,,,,2020-03-03,2.0,10.0,0.0,4.0,9.0,-2.0
,PR,Puerto Rico,,,,,,2020-03-04,1.0,4.0,3.0,4.0,9.0,-1.0
,PR,Puerto Rico,,,,,,2020-03-05,-1.0,1.0,1.0,1.0,8.0,-1.0
,PR,Puerto Rico,,,,,,2020-03-06,-1.0,3.0,2.0,-4.0,9.0,-2.0
,PR,Puerto Rico,,,,,,2020-03-07,1.0,0.0,8.0,-4.0,-2.0,0.0
,PR,Puerto Rico,,,,,,2020-03-08,0.0,1.0,0.0,-3.0,-5.0,0.0
,PR,Puerto Rico,,,,,,2020-03-09,-8.0,-1.0,-19.0,-1.0,12.0,1.0
,PR,Puerto Rico,,,,,,2020-03-10,-3.0,6.0,-7.0,1.0,7.0,0.0
,PR,Puerto Rico,,,,,,2020-03-11,-3.0,2.0,-7.0,-2.0,7.0,0.0
,PR,Puerto Rico,,,,,,2020-03-12,2.0,27.0,-5.0,-9.0,6.0,-1.0
,PR,Puerto Rico,,,,,,2020-03-13,-3.0,25.0,-7.0,-11.0,6.0,0.0
,PR,Puerto Rico,,,,,,2020-03-14,-12.0,26.0,-16.0,-21.0,-4.0,3.0
,PR,Puerto Rico,,,,,,2020-03-15,-27.0,19.0,-25.0,-27.0,-11.0,6.0
,PR,Puerto Rico,,,,,,2020-03-16,-51.0,0.0,-41.0,-36.0,-37.0,17.0
,PR,Puerto Rico,,,,,,2020-03-17,-63.0,-19.0,-55.0,-44.0,-51.0,23.0
,PR,Puerto Rico,,,,,,2020-03-18,-65.0,-24.0,-59.0,-52.0,-55.0,26.0
,PR,Puerto Rico,,,,,,2020-03-19,-67.0,-28.0,-60.0,-61.0,-57.0,27.0
,PR,Puerto Rico,,,,,,2020-03-20,-66.0,-20.0,-59.0,-63.0,-55.0,28.0
,PR,Puerto Rico,,,,,,2020-03-21,-68.0,-21.0,-69.0,-69.0,-45.0,21.0
,PR,Puerto Rico,,,,,,2020-03-22,-75.0,-42.0,-75.0,-70.0,-45.0,19.0
,PR,Puerto Rico,,,,,,2020-03-23,-70.0,-38.0,-63.0,-70.0,-59.0,26.0
,PR,Puerto Rico,,,,,,2020-03-24,-70.0,-39.0,-64.0,-72.0,-59.0,28.0
,PR,Puerto Rico,,,,,,2020-03-25,-69.0,-39.0,-61.0,-72.0,-60.0,28.0
,PR,Puerto Rico,,,,,,2020-03-26,-69.0,-36.0,-62.0,-75.0,-60.0,29.0
,PR,Puerto Rico,,,,,,2020-03-27,-68.0,-30.0,-62.0,-75.0,-58.0,29.0
,PR,Puerto Rico,,,,,,2020-03-28,-72.0,-38.0,-70.0,-78.0,-49.0,23.0
,PR,Puerto Rico,,,,,,2020-03-29,-77.0,-51.0,-75.0,-79.0,-48.0,21.0
,PR,Puerto Rico,,,,,,2020-03-30,-66.0,-34.0,-59.0,-75.0,-56.0,25.0
,PR,Puerto Rico,,,,,,2020-03-31,-72.0,-45.0,-66.0,-75.0,-62.0,29.0
,PR,Puerto Rico,,,,,,2020-04-01,-73.0,-48.0,-67.0,-77.0,-62.0,30.0
,PR,Puerto Rico,,,,,,2020-04-02,-72.0,-41.0,-67.0,-78.0,-63.0,31.0
,PR,Puerto Rico,,,,,,2020-04-03,-72.0,-37.0,-67.0,-78.0,-61.0,32.0
,PR,Puerto Rico,,,,,,2020-04-04,-73.0,-38.0,-73.0,-81.0,-52.0,24.0
,PR,Puerto Rico,,,,,,2020-04-05,-93.0,-95.0,-87.0,-88.0,-66.0,26.0
,PR,Puerto Rico,,,,,,2020-04-06,-66.0,-32.0,-62.0,-77.0,-59.0,26.0
,PR,Puerto Rico,,,,,,2020-04-07,-68.0,-33.0,-64.0,-77.0,-62.0,28.0
,PR,Puerto Rico,,,,,,2020-04-08,-66.0,-33.0,-63.0,-77.0,-62.0,28.0
,PR,Puerto Rico,,,,,,2020-04-09,-64.0,-24.0,-61.0,-76.0,-66.0,29.0
,PR,Puerto Rico,,,,,,2020-04-10,-93.0,-95.0,-79.0,-89.0,-84.0,42.0
,PR,Puerto Rico,,,,,,2020-04-11,-87.0,-87.0,-78.0,-86.0,-65.0,29.0
,PR,Puerto Rico,,,,,,2020-04-12,-89.0,-92.0,-83.0,-88.0,-63.0,25.0
,PR,Puerto Rico,,,,,,2020-04-13,-54.0,-17.0,-54.0,-74.0,-54.0,23.0
