open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BWA,BW,Botswana,,,,,,2020-02-15,0.0,-8.0,-5.0,-16.0,7.0,1.0
BWA,BW,Botswana,,,,,,2020-02-16,-5.0,-6.0,-5.0,-11.0,5.0,2.0
BWA,BW,Botswana,,,,,,2020-02-17,-10.0,-13.0,-9.0,-13.0,8.0,0.0
BWA,BW,Botswana,,,,,,2020-02-18,-7.0,-11.0,-4.0,-12.0,8.0,0.0
BWA,BW,Botswana,,,,,,2020-02-19,1.0,-4.0,-1.0,-6.0,9.0,-1.0
BWA,BW,Botswana,,,,,,2020-02-20,7.0,4.0,-3.0,4.0,9.0,0.0
BWA,BW,Botswana,,,,,,2020-02-21,9.0,11.0,0.0,10.0,10.0,-2.0
BWA,BW,Botswana,,,,,,2020-02-22,10.0,7.0,-2.0,-2.0,10.0,0.0
BWA,BW,Botswana,,,,,,2020-02-23,4.0,-2.0,-3.0,1.0,7.0,1.0
BWA,BW,Botswana,,,,,,2020-02-24,-5.0,-10.0,-8.0,-6.0,4.0,0.0
BWA,BW,Botswana,,,,,,2020-02-25,1.0,-5.0,-7.0,-10.0,6.0,0.0
BWA,BW,Botswana,,,,,,2020-02-26,-1.0,-4.0,-8.0,0.0,6.0,-2.0
BWA,BW,Botswana,,,,,,2020-02-27,7.0,3.0,-6.0,-1.0,4.0,-1.0
BWA,BW,Botswana,,,,,,2020-02-28,13.0,10.0,-5.0,12.0,3.0,-3.0
BWA,BW,Botswana,,,,,,2020-02-29,14.0,11.0,-2.0,5.0,1.0,-3.0
BWA,BW,Botswana,,,,,,2020-03-01,11.0,10.0,-1.0,8.0,4.0,-1.0
BWA,BW,Botswana,,,,,,2020-03-02,3.0,-1.0,-9.0,2.0,3.0,-1.0
BWA,BW,Botswana,,,,,,2020-03-03,8.0,1.0,-1.0,6.0,9.0,-1.0
BWA,BW,Botswana,,,,,,2020-03-04,2.0,-4.0,-4.0,-6.0,8.0,0.0
BWA,BW,Botswana,,,,,,2020-03-05,3.0,-3.0,-4.0,-1.0,9.0,0.0
BWA,BW,Botswana,,,,,,2020-03-06,4.0,1.0,-1.0,2.0,10.0,-1.0
BWA,BW,Botswana,,,,,,2020-03-07,8.0,-3.0,0.0,-4.0,8.0,-1.0
BWA,BW,Botswana,,,,,,2020-03-08,0.0,-2.0,-3.0,-6.0,11.0,2.0
BWA,BW,Botswana,,,,,,2020-03-09,-6.0,-11.0,-6.0,-8.0,9.0,0.0
BWA,BW,Botswana,,,,,,2020-03-10,-6.0,-12.0,-4.0,-14.0,7.0,1.0
BWA,BW,Botswana,,,,,,2020-03-11,-6.0,-13.0,-9.0,-16.0,6.0,0.0
BWA,BW,Botswana,,,,,,2020-03-12,-7.0,-14.0,-12.0,-12.0,7.0,2.0
BWA,BW,Botswana,,,,,,2020-03-13,-6.0,-4.0,-13.0,-9.0,7.0,0.0
BWA,BW,Botswana,,,,,,2020-03-14,-7.0,-12.0,-11.0,-18.0,6.0,1.0
BWA,BW,Botswana,,,,,,2020-03-15,-6.0,-11.0,-8.0,-17.0,4.0,3.0
BWA,BW,Botswana,,,,,,2020-03-16,-17.0,-18.0,-18.0,-22.0,3.0,1.0
BWA,BW,Botswana,,,,,,2020-03-17,-15.0,-17.0,-14.0,-21.0,3.0,3.0
BWA,BW,Botswana,,,,,,2020-03-18,-11.0,-14.0,-16.0,-20.0,3.0,4.0
BWA,BW,Botswana,,,,,,2020-03-19,-9.0,-7.0,-13.0,-17.0,5.0,3.0
BWA,BW,Botswana,,,,,,2020-03-20,2.0,9.0,-4.0,-6.0,9.0,1.0
BWA,BW,Botswana,,,,,,2020-03-21,1.0,8.0,5.0,-8.0,6.0,4.0
BWA,BW,Botswana,,,,,,2020-03-22,-13.0,1.0,-3.0,-20.0,2.0,10.0
BWA,BW,Botswana,,,,,,2020-03-23,-9.0,-2.0,-6.0,-16.0,-4.0,5.0
BWA,BW,Botswana,,,,,,2020-03-24,-3.0,7.0,-3.0,-11.0,-7.0,6.0
BWA,BW,Botswana,,,,,,2020-03-25,3.0,13.0,2.0,-4.0,-8.0,6.0
BWA,BW,Botswana,,,,,,2020-03-26,12.0,29.0,1.0,2.0,-9.0,7.0
BWA,BW,Botswana,,,,,,2020-03-27,11.0,35.0,5.0,3.0,-6.0,7.0
BWA,BW,Botswana,,,,,,2020-03-28,-2.0,8.0,5.0,-4.0,-1.0,9.0
BWA,BW,Botswana,,,,,,2020-03-29,-12.0,-2.0,7.0,-20.0,-3.0,13.0
BWA,BW,Botswana,,,,,,2020-03-30,-5.0,-4.0,2.0,-14.0,-16.0,10.0
BWA,BW,Botswana,,,,,,2020-03-31,3.0,10.0,1.0,-15.0,-19.0,11.0
BWA,BW,Botswana,,,,,,2020-04-01,0.0,7.0,-3.0,-22.0,-24.0,9.0
BWA,BW,Botswana,,,,,,2020-04-02,1.0,11.0,-1.0,-26.0,-31.0,10.0
BWA,BW,Botswana,,,,,,2020-04-03,-77.0,-67.0,-28.0,-80.0,-68.0,42.0
BWA,BW,Botswana,,,,,,2020-04-04,-74.0,-66.0,-31.0,-80.0,-48.0,33.0
BWA,BW,Botswana,,,,,,2020-04-05,-74.0,-66.0,-28.0,-81.0,-36.0,34.0
BWA,BW,Botswana,,,,,,2020-04-06,-69.0,-59.0,-26.0,-77.0,-67.0,40.0
BWA,BW,Botswana,,,,,,2020-04-07,-70.0,-61.0,-26.0,-80.0,-69.0,41.0
BWA,BW,Botswana,,,,,,2020-04-08,-71.0,-65.0,-31.0,-80.0,-70.0,41.0
