open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GHA,GH,Ghana,,,,,,2020-02-15,0,-2,0,-3,2,0
GHA,GH,Ghana,,,,,,2020-02-16,-3,-3,-2,-3,1,1
GHA,GH,Ghana,,,,,,2020-02-17,-4,-2,-6,-4,4,0
GHA,GH,Ghana,,,,,,2020-02-18,-3,-3,-3,-3,4,0
GHA,GH,Ghana,,,,,,2020-02-19,-4,-2,-6,-4,2,1
GHA,GH,Ghana,,,,,,2020-02-20,-3,-2,-5,-5,1,1
GHA,GH,Ghana,,,,,,2020-02-21,-3,-6,-4,-2,3,1
GHA,GH,Ghana,,,,,,2020-02-22,-3,-3,-2,-2,2,0
GHA,GH,Ghana,,,,,,2020-02-23,-3,-3,-4,-4,2,1
GHA,GH,Ghana,,,,,,2020-02-24,-5,-4,-4,-3,3,1
GHA,GH,Ghana,,,,,,2020-02-25,-3,-3,0,-2,3,0
GHA,GH,Ghana,,,,,,2020-02-26,-3,-3,-3,-2,2,-1
GHA,GH,Ghana,,,,,,2020-02-27,-2,-1,-2,-1,0,1
GHA,GH,Ghana,,,,,,2020-02-28,-2,-4,0,2,2,0
GHA,GH,Ghana,,,,,,2020-02-29,0,1,-1,2,1,-1
GHA,GH,Ghana,,,,,,2020-03-01,-1,1,-2,1,4,0
GHA,GH,Ghana,,,,,,2020-03-02,-1,1,-3,3,4,1
GHA,GH,Ghana,,,,,,2020-03-03,-1,-2,0,2,3,1
GHA,GH,Ghana,,,,,,2020-03-04,3,3,1,7,3,0
GHA,GH,Ghana,,,,,,2020-03-05,5,2,1,5,-1,-1
GHA,GH,Ghana,,,,,,2020-03-06,-1,-10,6,-4,-42,11
GHA,GH,Ghana,,,,,,2020-03-07,-2,-4,5,1,-1,1
GHA,GH,Ghana,,,,,,2020-03-08,-1,2,1,3,3,0
GHA,GH,Ghana,,,,,,2020-03-09,-3,-3,-2,3,2,1
GHA,GH,Ghana,,,,,,2020-03-10,-1,-3,0,3,3,0
GHA,GH,Ghana,,,,,,2020-03-11,-3,-3,-2,0,2,1
GHA,GH,Ghana,,,,,,2020-03-12,-2,1,-1,0,3,1
GHA,GH,Ghana,,,,,,2020-03-13,-2,-3,-1,0,5,1
GHA,GH,Ghana,,,,,,2020-03-14,-5,-2,-4,-5,2,1
GHA,GH,Ghana,,,,,,2020-03-15,-6,-1,-7,-4,3,1
GHA,GH,Ghana,,,,,,2020-03-16,-6,-2,-10,-9,-7,4
GHA,GH,Ghana,,,,,,2020-03-17,-8,-1,-7,-8,-8,3
GHA,GH,Ghana,,,,,,2020-03-18,-10,-4,-8,-10,-9,7
GHA,GH,Ghana,,,,,,2020-03-19,-12,-5,-9,-13,-10,8
GHA,GH,Ghana,,,,,,2020-03-20,-15,-10,-13,-15,-6,9
GHA,GH,Ghana,,,,,,2020-03-21,-14,0,-15,-13,3,6
GHA,GH,Ghana,,,,,,2020-03-22,-24,-11,-20,-22,-4,11
GHA,GH,Ghana,,,,,,2020-03-23,-22,-19,-17,-30,-21,13
GHA,GH,Ghana,,,,,,2020-03-24,-23,-14,-18,-27,-21,14
GHA,GH,Ghana,,,,,,2020-03-25,-20,-10,-15,-25,-23,13
GHA,GH,Ghana,,,,,,2020-03-26,-16,0,-17,-23,-22,13
GHA,GH,Ghana,,,,,,2020-03-27,-24,-18,-21,-28,-23,16
GHA,GH,Ghana,,,,,,2020-03-28,-13,14,-15,-12,1,7
GHA,GH,Ghana,,,,,,2020-03-29,-15,8,-15,-15,3,9
GHA,GH,Ghana,,,,,,2020-03-30,-53,-46,-31,-57,-50,27
GHA,GH,Ghana,,,,,,2020-03-31,-52,-44,-29,-56,-50,26
GHA,GH,Ghana,,,,,,2020-04-01,-54,-46,-32,-59,-52,28
GHA,GH,Ghana,,,,,,2020-04-02,-53,-43,-30,-59,-51,28
GHA,GH,Ghana,,,,,,2020-04-03,-54,-45,-32,-58,-46,29
GHA,GH,Ghana,,,,,,2020-04-04,-56,-47,-36,-62,-27,22
GHA,GH,Ghana,,,,,,2020-04-05,-52,-40,-33,-58,-13,20
GHA,GH,Ghana,,,,,,2020-04-06,-49,-41,-31,-57,-49,27
GHA,GH,Ghana,,,,,,2020-04-07,-48,-37,-28,-55,-48,25
GHA,GH,Ghana,,,,,,2020-04-08,-49,-37,-29,-56,-48,26
GHA,GH,Ghana,,,,,,2020-04-09,-47,-33,-28,-55,-47,26
GHA,GH,Ghana,,,,,,2020-04-10,-57,-47,-34,-60,-56,32
GHA,GH,Ghana,,,,,,2020-04-11,-54,-40,-34,-58,-25,22
GHA,GH,Ghana,,,,,,2020-04-12,-51,-38,-32,-55,-11,20
GHA,GH,Ghana,,,,,,2020-04-13,-56,-46,-35,-60,-59,32
GHA,GH,Ghana,,,,,,2020-04-14,-46,-35,-28,-54,-46,25
GHA,GH,Ghana,,,,,,2020-04-15,-48,-37,-30,-54,-47,27
GHA,GH,Ghana,,,,,,2020-04-16,-49,-37,-29,-57,-46,27
GHA,GH,Ghana,,,,,,2020-04-17,-50,-40,-33,-56,-43,29
GHA,GH,Ghana,,,,,,2020-04-18,-53,-42,-36,-58,-21,21
GHA,GH,Ghana,,,,,,2020-04-19,-52,-42,-36,-57,-9,21
GHA,GH,Ghana,,,,,,2020-04-20,-35,-27,-26,-42,-35,22
GHA,GH,Ghana,,,,,,2020-04-21,-28,-19,-21,-34,-30,17
GHA,GH,Ghana,,,,,,2020-04-22,-31,-19,-24,-35,-30,18
GHA,GH,Ghana,,,,,,2020-04-23,-28,-17,-23,-34,-28,18
GHA,GH,Ghana,,,,,,2020-04-24,-31,-22,-25,-34,-24,19
GHA,GH,Ghana,,,,,,2020-04-25,-32,-18,-25,-33,-4,13
GHA,GH,Ghana,,,,,,2020-04-26,-47,-36,-34,-48,-10,19
GHA,GH,Ghana,,,,,,2020-04-27,-23,-13,-20,-28,-24,15
GHA,GH,Ghana,,,,,,2020-04-28,-22,-11,-16,-26,-24,13
GHA,GH,Ghana,,,,,,2020-04-29,-24,-11,-17,-27,-24,16
GHA,GH,Ghana,,,,,,2020-04-30,-23,-11,-17,-26,-24,16
GHA,GH,Ghana,,,,,,2020-05-01,-36,-23,-25,-36,-42,22
GHA,GH,Ghana,,,,,,2020-05-02,-30,-16,-20,-31,-1,13
GHA,GH,Ghana,,,,,,2020-05-03,-39,-27,-28,-39,-5,16
GHA,GH,Ghana,,,,,,2020-05-04,-21,-10,-16,-25,-20,13
GHA,GH,Ghana,,,,,,2020-05-05,-22,-9,-15,-24,-21,14
GHA,GH,Ghana,,,,,,2020-05-06,-21,-8,-17,-24,-21,14
GHA,GH,Ghana,,,,,,2020-05-07,-21,-8,-17,-25,-20,15
GHA,GH,Ghana,,,,,,2020-05-08,-23,-13,-19,-26,-16,16
GHA,GH,Ghana,,,,,,2020-05-09,-24,-8,-18,-26,3,11
GHA,GH,Ghana,,,,,,2020-05-10,-33,-22,-25,-37,-2,16
GHA,GH,Ghana,,,,,,2020-05-11,-20,-7,-18,-25,-18,14
GHA,GH,Ghana,,,,,,2020-05-12,-19,-6,-14,-22,-18,13
GHA,GH,Ghana,,,,,,2020-05-13,-20,-8,-16,-23,-18,14
GHA,GH,Ghana,,,,,,2020-05-14,-20,-8,-17,-24,-18,13
GHA,GH,Ghana,,,,,,2020-05-15,-22,-13,-18,-23,-14,16
GHA,GH,Ghana,,,,,,2020-05-16,-24,-9,-19,-24,6,11
GHA,GH,Ghana,,,,,,2020-05-17,-29,-18,-23,-32,2,14
GHA,GH,Ghana,,,,,,2020-05-18,-17,-6,-16,-20,-16,13
GHA,GH,Ghana,,,,,,2020-05-19,-19,-8,-16,-23,-17,14
GHA,GH,Ghana,,,,,,2020-05-20,-20,-7,-16,-22,-18,14
GHA,GH,Ghana,,,,,,2020-05-21,-19,-5,-15,-22,-18,15
GHA,GH,Ghana,,,,,,2020-05-22,-22,-11,-19,-23,-13,15
GHA,GH,Ghana,,,,,,2020-05-23,-23,-6,-18,-24,6,11
GHA,GH,Ghana,,,,,,2020-05-24,-27,-15,-20,-31,3,14
GHA,GH,Ghana,,,,,,2020-05-25,-34,-22,-25,-37,-47,24
GHA,GH,Ghana,,,,,,2020-05-26,-15,-3,-14,-18,-15,12
GHA,GH,Ghana,,,,,,2020-05-27,-18,-6,-17,-21,-16,14
GHA,GH,Ghana,,,,,,2020-05-28,-22,-11,-18,-24,-17,15
GHA,GH,Ghana,,,,,,2020-05-29,-18,-7,-17,-19,-12,13
GHA,GH,Ghana,,,,,,2020-05-30,-26,-9,-22,-24,5,11
GHA,GH,Ghana,,,,,,2020-05-31,-23,-9,-21,-26,6,12
GHA,GH,Ghana,,,,,,2020-06-01,-14,0,-15,-15,-13,12
GHA,GH,Ghana,,,,,,2020-06-02,-17,-5,-17,-19,-15,13
GHA,GH,Ghana,,,,,,2020-06-03,-13,2,-13,-14,-14,12
GHA,GH,Ghana,,,,,,2020-06-04,-14,0,-15,-16,-14,13
GHA,GH,Ghana,,,,,,2020-06-05,-15,-3,-14,-17,-10,13
GHA,GH,Ghana,,,,,,2020-06-06,-17,-1,-14,-18,9,9
GHA,GH,Ghana,,,,,,2020-06-07,-20,-8,-17,-25,7,12
GHA,GH,Ghana,,,,,,2020-06-08,-12,1,-13,-14,-11,11
GHA,GH,Ghana,,,,,,2020-06-09,-19,-6,-16,-21,-15,14
GHA,GH,Ghana,,,,,,2020-06-10,-17,-5,-13,-18,-14,14
GHA,GH,Ghana,,,,,,2020-06-11,-11,2,-12,-14,-13,13
GHA,GH,Ghana,,,,,,2020-06-12,-15,-4,-13,-16,-9,14
GHA,GH,Ghana,,,,,,2020-06-13,-16,-1,-14,-16,10,9
GHA,GH,Ghana,,,,,,2020-06-14,-18,-5,-15,-19,9,12
GHA,GH,Ghana,,,,,,2020-06-15,-10,2,-9,-9,-11,11
GHA,GH,Ghana,,,,,,2020-06-16,-9,2,-10,-10,-12,11
GHA,GH,Ghana,,,,,,2020-06-17,-12,-1,-12,-13,-15,12
GHA,GH,Ghana,,,,,,2020-06-18,-12,-2,-12,-13,-15,13
GHA,GH,Ghana,,,,,,2020-06-19,-12,-2,-12,-10,-10,12
GHA,GH,Ghana,,,,,,2020-06-20,-14,1,-12,-12,9,9
GHA,GH,Ghana,,,,,,2020-06-21,-15,-2,-15,-16,9,11
GHA,GH,Ghana,,,,,,2020-06-22,-9,2,-12,-8,-15,12
GHA,GH,Ghana,,,,,,2020-06-23,-9,3,-8,-8,-14,10
GHA,GH,Ghana,,,,,,2020-06-24,-11,1,-11,-11,-16,11
GHA,GH,Ghana,,,,,,2020-06-25,-10,0,-12,-12,-15,12
