open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
HND,HN,Honduras,,,,,,2020-02-15,2.0,4.0,-1.0,1.0,2.0,0.0
HND,HN,Honduras,,,,,,2020-02-16,3.0,7.0,2.0,1.0,0.0,0.0
HND,HN,Honduras,,,,,,2020-02-17,-2.0,5.0,1.0,0.0,10.0,-2.0
HND,HN,Honduras,,,,,,2020-02-18,-2.0,2.0,-1.0,-3.0,10.0,-2.0
HND,HN,Honduras,,,,,,2020-02-19,-5.0,0.0,1.0,-3.0,8.0,-1.0
HND,HN,Honduras,,,,,,2020-02-20,-4.0,-1.0,-1.0,-3.0,8.0,-1.0
HND,HN,Honduras,,,,,,2020-02-21,-3.0,0.0,-3.0,-2.0,10.0,-2.0
HND,HN,Honduras,,,,,,2020-02-22,-5.0,-1.0,-8.0,-3.0,2.0,1.0
HND,HN,Honduras,,,,,,2020-02-23,-5.0,0.0,-7.0,-7.0,0.0,1.0
HND,HN,Honduras,,,,,,2020-02-24,-5.0,1.0,-3.0,-4.0,11.0,-2.0
HND,HN,Honduras,,,,,,2020-02-25,-4.0,1.0,-3.0,-6.0,11.0,-2.0
HND,HN,Honduras,,,,,,2020-02-26,-6.0,-3.0,1.0,-5.0,8.0,-1.0
HND,HN,Honduras,,,,,,2020-02-27,-9.0,-5.0,-11.0,-7.0,7.0,0.0
HND,HN,Honduras,,,,,,2020-02-28,-5.0,0.0,-14.0,-9.0,10.0,0.0
HND,HN,Honduras,,,,,,2020-02-29,-1.0,6.0,-11.0,-6.0,3.0,1.0
HND,HN,Honduras,,,,,,2020-03-01,3.0,9.0,-4.0,-3.0,4.0,0.0
HND,HN,Honduras,,,,,,2020-03-02,-1.0,7.0,-1.0,-2.0,12.0,-2.0
HND,HN,Honduras,,,,,,2020-03-03,0.0,6.0,1.0,-3.0,12.0,-2.0
HND,HN,Honduras,,,,,,2020-03-04,-1.0,3.0,2.0,-2.0,10.0,-2.0
HND,HN,Honduras,,,,,,2020-03-05,-2.0,2.0,1.0,-3.0,10.0,-2.0
HND,HN,Honduras,,,,,,2020-03-06,-1.0,3.0,-3.0,0.0,13.0,-2.0
HND,HN,Honduras,,,,,,2020-03-07,-2.0,1.0,-7.0,-3.0,3.0,1.0
HND,HN,Honduras,,,,,,2020-03-08,-6.0,0.0,-9.0,-6.0,-1.0,1.0
HND,HN,Honduras,,,,,,2020-03-09,-5.0,3.0,-4.0,-4.0,12.0,-1.0
HND,HN,Honduras,,,,,,2020-03-10,-4.0,1.0,-4.0,-5.0,11.0,-1.0
HND,HN,Honduras,,,,,,2020-03-11,-5.0,17.0,-1.0,-5.0,9.0,-1.0
HND,HN,Honduras,,,,,,2020-03-12,-8.0,9.0,-3.0,-6.0,6.0,0.0
HND,HN,Honduras,,,,,,2020-03-13,-7.0,8.0,-7.0,-6.0,2.0,2.0
HND,HN,Honduras,,,,,,2020-03-14,-12.0,10.0,-10.0,-8.0,-1.0,3.0
