open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
QAT,QA,Qatar,,,,,,2020-02-15,-3,0,7,1,5,1
QAT,QA,Qatar,,,,,,2020-02-16,-1,0,16,3,3,1
QAT,QA,Qatar,,,,,,2020-02-17,-1,-1,9,1,4,1
QAT,QA,Qatar,,,,,,2020-02-18,-3,-3,8,1,4,1
QAT,QA,Qatar,,,,,,2020-02-19,-3,-4,7,-1,4,1
QAT,QA,Qatar,,,,,,2020-02-20,-1,-1,8,-2,3,2
QAT,QA,Qatar,,,,,,2020-02-21,-1,0,12,-2,2,1
QAT,QA,Qatar,,,,,,2020-02-22,-1,-1,10,-1,5,1
QAT,QA,Qatar,,,,,,2020-02-23,-1,-2,18,0,5,1
QAT,QA,Qatar,,,,,,2020-02-24,-1,-3,9,0,5,1
QAT,QA,Qatar,,,,,,2020-02-25,-2,-3,10,0,4,1
QAT,QA,Qatar,,,,,,2020-02-26,-3,-3,-2,-2,4,1
QAT,QA,Qatar,,,,,,2020-02-27,4,6,5,-1,4,1
QAT,QA,Qatar,,,,,,2020-02-28,2,6,6,-2,4,1
QAT,QA,Qatar,,,,,,2020-02-29,3,7,6,0,6,1
QAT,QA,Qatar,,,,,,2020-03-01,4,8,13,1,4,1
QAT,QA,Qatar,,,,,,2020-03-02,2,7,1,0,5,1
QAT,QA,Qatar,,,,,,2020-03-03,1,5,3,-1,5,1
QAT,QA,Qatar,,,,,,2020-03-04,0,6,-4,-2,5,2
QAT,QA,Qatar,,,,,,2020-03-05,2,8,4,-4,5,2
QAT,QA,Qatar,,,,,,2020-03-06,-1,7,3,-5,4,2
QAT,QA,Qatar,,,,,,2020-03-07,0,5,5,-3,7,2
QAT,QA,Qatar,,,,,,2020-03-08,2,5,9,-2,6,1
QAT,QA,Qatar,,,,,,2020-03-09,-2,16,-1,-8,6,2
QAT,QA,Qatar,,,,,,2020-03-10,-6,4,1,-9,2,4
QAT,QA,Qatar,,,,,,2020-03-11,-11,0,-4,-14,2,4
QAT,QA,Qatar,,,,,,2020-03-12,-18,1,-12,-21,0,8
QAT,QA,Qatar,,,,,,2020-03-13,-35,-15,-26,-37,-4,10
QAT,QA,Qatar,,,,,,2020-03-14,-25,-8,-14,-30,0,8
QAT,QA,Qatar,,,,,,2020-03-15,-17,-4,-3,-23,-5,9
