open_covid_region_code,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GEO,GE,Georgia,,,,,,2020-02-15,4,8,2,4,4,0
GEO,GE,Georgia,,,,,,2020-02-16,7,10,8,6,8,-1
GEO,GE,Georgia,,,,,,2020-02-17,1,3,-1,1,4,0
GEO,GE,Georgia,,,,,,2020-02-18,9,10,2,4,5,-1
GEO,GE,Georgia,,,,,,2020-02-19,4,7,6,6,5,-1
GEO,GE,Georgia,,,,,,2020-02-20,7,10,6,5,4,-1
GEO,GE,Georgia,,,,,,2020-02-21,11,18,14,8,12,-2
GEO,GE,Georgia,,,,,,2020-02-22,6,9,8,6,5,-1
GEO,GE,Georgia,,,,,,2020-02-23,6,9,4,5,8,-1
GEO,GE,Georgia,,,,,,2020-02-24,4,7,7,5,5,-1
GEO,GE,Georgia,,,,,,2020-02-25,1,5,-9,-2,3,0
GEO,GE,Georgia,,,,,,2020-02-26,6,12,8,7,6,-2
GEO,GE,Georgia,,,,,,2020-02-27,7,14,10,4,5,-1
GEO,GE,Georgia,,,,,,2020-02-28,6,13,6,5,12,-1
GEO,GE,Georgia,,,,,,2020-02-29,1,11,0,3,8,0
GEO,GE,Georgia,,,,,,2020-03-01,-4,5,-8,-1,7,1
GEO,GE,Georgia,,,,,,2020-03-02,2,5,4,-1,-7,2
GEO,GE,Georgia,,,,,,2020-03-03,13,11,14,-1,-35,5
GEO,GE,Georgia,,,,,,2020-03-04,4,10,13,4,-6,0
GEO,GE,Georgia,,,,,,2020-03-05,7,11,17,2,-7,0
GEO,GE,Georgia,,,,,,2020-03-06,4,12,13,2,-1,1
GEO,GE,Georgia,,,,,,2020-03-07,1,9,10,1,3,0
GEO,GE,Georgia,,,,,,2020-03-08,16,16,32,7,8,-3
GEO,GE,Georgia,,,,,,2020-03-09,-2,0,13,-4,-11,1
GEO,GE,Georgia,,,,,,2020-03-10,2,6,12,-2,-10,0
GEO,GE,Georgia,,,,,,2020-03-11,-6,6,10,-4,-11,1
GEO,GE,Georgia,,,,,,2020-03-12,-9,5,7,-9,-13,2
GEO,GE,Georgia,,,,,,2020-03-13,-14,7,1,-11,-10,4
GEO,GE,Georgia,,,,,,2020-03-14,-21,8,-11,-12,-5,4
GEO,GE,Georgia,,,,,,2020-03-15,-20,5,3,-12,1,2
GEO,GE,Georgia,,,,,,2020-03-16,-30,-10,-22,-25,-24,9
GEO,GE,Georgia,,,,,,2020-03-17,-34,-7,-23,-28,-30,10
GEO,GE,Georgia,,,,,,2020-03-18,-43,-11,-26,-33,-37,13
GEO,GE,Georgia,,,,,,2020-03-19,-41,-12,-16,-33,-37,13
GEO,GE,Georgia,,,,,,2020-03-20,-45,-4,-13,-32,-37,14
GEO,GE,Georgia,,,,,,2020-03-21,-55,-13,-20,-39,-33,12
GEO,GE,Georgia,,,,,,2020-03-22,-61,-29,-14,-45,-32,10
GEO,GE,Georgia,,,,,,2020-03-23,-59,-32,-12,-47,-52,18
GEO,GE,Georgia,,,,,,2020-03-24,-59,-30,-20,-49,-55,18
GEO,GE,Georgia,,,,,,2020-03-25,-60,-29,-18,-48,-55,18
GEO,GE,Georgia,,,,,,2020-03-26,-60,-31,-18,-50,-55,19
GEO,GE,Georgia,,,,,,2020-03-27,-60,-28,-14,-49,-51,19
GEO,GE,Georgia,,,,,,2020-03-28,-63,-32,-16,-48,-41,13
GEO,GE,Georgia,,,,,,2020-03-29,-67,-36,-24,-53,-38,12
GEO,GE,Georgia,,,,,,2020-03-30,-65,-36,-32,-56,-58,21
GEO,GE,Georgia,,,,,,2020-03-31,-67,-39,-33,-61,-62,22
GEO,GE,Georgia,,,,,,2020-04-01,-68,-39,-30,-59,-62,22
GEO,GE,Georgia,,,,,,2020-04-02,-70,-42,-34,-63,-64,24
GEO,GE,Georgia,,,,,,2020-04-03,-67,-37,-26,-59,-60,23
GEO,GE,Georgia,,,,,,2020-04-04,-71,-40,-33,-61,-52,18
GEO,GE,Georgia,,,,,,2020-04-05,-68,-36,-23,-56,-43,14
GEO,GE,Georgia,,,,,,2020-04-06,-68,-41,-29,-61,-62,23
GEO,GE,Georgia,,,,,,2020-04-07,-69,-40,-34,-63,-64,23
GEO,GE,Georgia,,,,,,2020-04-08,-70,-43,-29,-62,-63,23
GEO,GE,Georgia,,,,,,2020-04-09,-69,-43,-26,-62,-70,24
GEO,GE,Georgia,,,,,,2020-04-10,-65,-36,-21,-57,-59,22
GEO,GE,Georgia,,,,,,2020-04-11,-68,-39,-25,-57,-50,16
GEO,GE,Georgia,,,,,,2020-04-12,-69,-38,-27,-56,-45,14
GEO,GE,Georgia,,,,,,2020-04-13,-65,-40,-18,-58,-60,21
